perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(229, 0.88295275), (203, 0.7078998), (1109, 0.61319214), (310, 0.5638723), (353, 0.41078195), (537, 0.36900616), (449, 0.30706045), (321, 0.25591746), (236, 0.16735816), (581, 0.11200311), (474, 0.105321296), (428, 0.09857114), (277, 0.084166154), (684, 0.06710637), (473, 0.06515166), (155, 0.06424445), (707, 0.058589242), (197, 0.05379065), (279, 0.052750643), (743, 0.051910505)]","[229, 203, 1109, 310, 353, 537, 449, 321, 236, 581, 474, 428, 277, 684, 473, 155, 707, 197, 279, 743]",54,"[434, 683, 181, 49, 340, 240, 402, 221, 257, 226, 685, 189, 456, 259, 337, 300, 232, 357, 95, 173, 176, 509, 88, 78, 517, 10, 686, 187, 55, 650, 510, 186, 143, 688, 81, 171, 180, 430, 126, 194, 567, 242, 565, 175, 258, 687, 549, 228, 54, 293, 335, 6, 227, 182]",4,"[384, 272, 21, 209]"
"[(229, 0.45410573), (1109, 0.28574494), (203, 0.12967606), (537, 0.07727339), (449, 0.047458023), (353, 0.04600855), (310, 0.045083523), (472, 0.04110126), (321, 0.03834269), (474, 0.023935057), (581, 0.018345626), (473, 0.01727082), (707, 0.014975349), (155, 0.01442076), (743, 0.014190485), (236, 0.014127015), (326, 0.013734233), (82, 0.012792927), (428, 0.011079796), (684, 0.011059636)]","[229, 1109, 203, 537, 449, 353, 310, 472, 321, 474, 581, 473, 707, 155, 743, 236, 326, 82, 428, 684]",19,"[337, 258, 227, 300, 272, 510, 259, 242, 173, 240, 226, 55, 509, 171, 209, 565, 49, 21, 232]",39,"[384, 257, 687, 517, 6, 688, 10, 650, 143, 402, 293, 549, 430, 175, 176, 434, 683, 180, 181, 54, 182, 186, 187, 567, 189, 194, 456, 78, 335, 81, 340, 88, 221, 95, 228, 357, 685, 686, 126]"
"[(229, 0.8406153), (1109, 0.59149134), (203, 0.49119934), (310, 0.4610392), (449, 0.2335147), (321, 0.22912882), (537, 0.19908428), (474, 0.18767641), (353, 0.1562536), (236, 0.12321837), (473, 0.07432429), (581, 0.06748491), (428, 0.064427465), (326, 0.050552573), (743, 0.049216047), (684, 0.048907727), (472, 0.044295076), (282, 0.04143603), (197, 0.039078772), (707, 0.038323514)]","[229, 1109, 203, 310, 449, 321, 537, 474, 353, 236, 473, 581, 428, 326, 743, 684, 472, 282, 197, 707]",47,"[55, 688, 175, 517, 186, 272, 565, 21, 176, 686, 126, 335, 357, 10, 402, 182, 683, 340, 687, 171, 242, 258, 549, 173, 567, 49, 194, 384, 430, 434, 232, 189, 143, 257, 95, 88, 300, 187, 180, 209, 293, 221, 78, 650, 337, 685, 509]",11,"[259, 6, 510, 181, 54, 456, 81, 226, 227, 228, 240]"
"[(229, 0.7737226), (1109, 0.56161296), (203, 0.4433996), (236, 0.23078406), (449, 0.21979839), (321, 0.20999736), (353, 0.19999558), (537, 0.1882118), (310, 0.17808752), (581, 0.1763316), (472, 0.08461053), (474, 0.07663956), (684, 0.036139853), (707, 0.035589475), (743, 0.033473216), (428, 0.030073117), (197, 0.027945673), (277, 0.026532792), (155, 0.026359353), (282, 0.022194792)]","[229, 1109, 203, 236, 449, 321, 353, 537, 310, 581, 472, 474, 684, 707, 743, 428, 197, 277, 155, 282]",39,"[509, 54, 434, 549, 683, 242, 228, 517, 55, 650, 187, 6, 78, 176, 456, 182, 186, 226, 240, 335, 565, 180, 232, 337, 209, 181, 88, 194, 688, 567, 687, 21, 221, 189, 258, 430, 686, 402, 175]",19,"[384, 257, 259, 510, 10, 143, 272, 293, 171, 300, 173, 49, 81, 340, 95, 227, 357, 685, 126]"
"[(229, 0.8243965), (203, 0.5620254), (1109, 0.5430994), (449, 0.39248028), (353, 0.32071528), (310, 0.28448302), (581, 0.24436396), (321, 0.18575825), (537, 0.16879179), (236, 0.16161165), (472, 0.11013117), (428, 0.07005173), (473, 0.0589783), (155, 0.04305947), (474, 0.039195284), (707, 0.038440756), (282, 0.036833152), (326, 0.036433786), (86, 0.03396932), (684, 0.03345931)]","[229, 203, 1109, 449, 353, 310, 581, 321, 537, 236, 472, 428, 473, 155, 474, 707, 282, 326, 86, 684]",51,"[565, 272, 240, 173, 180, 95, 402, 688, 340, 175, 686, 384, 182, 293, 683, 258, 49, 226, 189, 54, 456, 227, 88, 430, 221, 186, 509, 21, 650, 228, 257, 81, 78, 126, 549, 143, 434, 10, 171, 337, 55, 242, 6, 300, 194, 517, 357, 335, 510, 685, 176]",7,"[259, 687, 181, 187, 567, 209, 232]"
"[(229, 0.690682), (1109, 0.43691432), (321, 0.22646473), (353, 0.21299411), (310, 0.14141145), (203, 0.13435277), (537, 0.12055114), (449, 0.08448519), (236, 0.06845404), (581, 0.06264022), (707, 0.038485035), (474, 0.027215071), (684, 0.024647223), (472, 0.02303978), (197, 0.02299488), (473, 0.022005064), (428, 0.021016488), (86, 0.017680204), (743, 0.017424034), (326, 0.01628755)]","[229, 1109, 321, 353, 310, 203, 537, 449, 236, 581, 707, 474, 684, 472, 197, 473, 428, 86, 743, 326]",33,"[293, 78, 688, 55, 650, 21, 189, 402, 567, 258, 88, 240, 510, 180, 335, 143, 232, 242, 194, 300, 683, 456, 81, 257, 54, 226, 434, 509, 430, 357, 181, 340, 337]",25,"[384, 259, 687, 517, 6, 10, 272, 549, 171, 173, 175, 176, 49, 182, 565, 186, 187, 209, 221, 95, 227, 228, 685, 686, 126]"
"[(229, 0.85965747), (1109, 0.6106557), (203, 0.5884152), (310, 0.44583935), (353, 0.2823602), (449, 0.24121404), (537, 0.21668293), (321, 0.21026401), (474, 0.11822875), (581, 0.11687077), (236, 0.112479396), (707, 0.093447395), (473, 0.082260825), (684, 0.07688391), (197, 0.07586139), (472, 0.054797962), (277, 0.053219132), (428, 0.05320851), (155, 0.039196998), (415, 0.036057074)]","[229, 1109, 203, 310, 353, 449, 537, 321, 474, 581, 236, 707, 473, 684, 197, 472, 277, 428, 155, 415]",57,"[293, 340, 95, 434, 78, 242, 181, 402, 221, 300, 517, 686, 194, 171, 687, 650, 176, 240, 456, 175, 10, 430, 182, 173, 187, 258, 259, 232, 565, 510, 49, 54, 227, 226, 509, 688, 180, 549, 21, 81, 257, 126, 55, 209, 6, 186, 685, 357, 143, 228, 384, 335, 337, 272, 88, 683, 567]",1,[189]
"[(229, 0.8342171), (1109, 0.66066253), (310, 0.39557847), (203, 0.32472926), (449, 0.28045502), (581, 0.261086), (321, 0.24583356), (353, 0.2420721), (537, 0.20690612), (236, 0.19147937), (472, 0.10218612), (473, 0.0932189), (155, 0.08962681), (474, 0.07545485), (277, 0.06996922), (684, 0.052422483), (743, 0.049297664), (86, 0.0395464), (716, 0.038551625), (53, 0.03790811)]","[229, 1109, 310, 203, 449, 581, 321, 353, 537, 236, 472, 473, 155, 474, 277, 684, 743, 86, 716, 53]",44,"[186, 683, 300, 517, 293, 565, 402, 88, 182, 258, 55, 10, 257, 549, 687, 384, 6, 95, 176, 335, 209, 78, 173, 180, 126, 430, 259, 187, 232, 240, 175, 272, 688, 81, 189, 650, 509, 242, 143, 337, 567, 54, 227, 171]",14,"[510, 21, 49, 434, 181, 194, 456, 340, 221, 226, 228, 357, 685, 686]"
"[(229, 0.88029265), (1109, 0.67046815), (203, 0.48107088), (310, 0.3700775), (236, 0.36990684), (537, 0.30725434), (353, 0.30021673), (449, 0.2874699), (321, 0.28435773), (472, 0.110155754), (581, 0.10182716), (428, 0.09304096), (743, 0.08743778), (53, 0.07576427), (197, 0.074740276), (707, 0.07233027), (716, 0.06897831), (155, 0.06706573), (277, 0.06044681), (473, 0.06001149)]","[229, 1109, 203, 310, 236, 537, 353, 449, 321, 472, 581, 428, 743, 53, 197, 707, 716, 155, 277, 473]",56,"[567, 226, 335, 55, 337, 173, 187, 683, 686, 242, 126, 688, 565, 180, 186, 456, 88, 293, 240, 181, 434, 182, 687, 685, 402, 221, 176, 300, 10, 272, 49, 549, 340, 384, 81, 78, 54, 650, 175, 510, 143, 509, 228, 227, 209, 257, 232, 194, 171, 258, 517, 189, 95, 6, 357, 259]",2,"[21, 430]"
"[(229, 0.5368086), (1109, 0.2776176), (203, 0.23047367), (321, 0.10513254), (310, 0.093542896), (449, 0.08705714), (353, 0.06988689), (537, 0.06865393), (236, 0.05056799), (581, 0.0405912), (197, 0.019113906), (472, 0.017406197), (277, 0.01718754), (474, 0.015995024), (473, 0.01585193), (743, 0.014837091), (82, 0.014557363), (428, 0.014232189), (53, 0.014066325), (326, 0.0132453935)]","[229, 1109, 203, 321, 310, 449, 353, 537, 236, 581, 197, 472, 277, 474, 473, 743, 82, 428, 53, 326]",19,"[54, 510, 221, 173, 337, 78, 189, 434, 259, 567, 565, 456, 21, 430, 175, 55, 10, 258, 181]",39,"[384, 257, 687, 517, 6, 688, 650, 143, 272, 402, 293, 549, 171, 300, 176, 49, 683, 180, 182, 186, 187, 194, 335, 81, 209, 340, 88, 95, 226, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.83147347), (1109, 0.72154176), (203, 0.3737638), (321, 0.3246578), (353, 0.31781805), (310, 0.28087792), (449, 0.2342756), (581, 0.2336831), (537, 0.19000234), (236, 0.15001747), (707, 0.101325795), (197, 0.09046166), (474, 0.06705613), (472, 0.06352358), (743, 0.0570142), (428, 0.05631519), (684, 0.042964384), (548, 0.038012393), (660, 0.036419556), (716, 0.036130104)]","[229, 1109, 203, 321, 353, 310, 449, 581, 537, 236, 707, 197, 474, 472, 743, 428, 684, 548, 660, 716]",41,"[126, 173, 259, 567, 685, 175, 194, 335, 340, 384, 509, 226, 272, 687, 337, 242, 683, 171, 357, 257, 187, 181, 456, 402, 221, 434, 95, 565, 293, 232, 650, 549, 228, 189, 78, 510, 176, 6, 54, 209, 688]",17,"[258, 517, 10, 143, 21, 300, 430, 49, 180, 55, 182, 186, 81, 88, 227, 240, 686]"
"[(229, 0.15431042), (203, 0.06011608), (1109, 0.02146787), (321, 0.018456778), (310, 0.018138329), (353, 0.015057113), (537, 0.0149842845), (581, 0.011618157), (474, 0.011107118), (449, 0.009551435), (155, 0.0067576165), (236, 0.0063023968), (428, 0.0059003215), (743, 0.005897389), (197, 0.0058818264), (277, 0.0057872), (82, 0.0054532946), (86, 0.0053042565), (472, 0.0050840247), (473, 0.0050115846)]","[229, 203, 1109, 321, 310, 353, 537, 581, 474, 449, 155, 236, 428, 743, 197, 277, 82, 86, 472, 473]",5,"[549, 685, 78, 258, 227]",53,"[384, 257, 259, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 171, 300, 173, 430, 175, 176, 49, 434, 683, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 335, 81, 209, 337, 340, 88, 221, 95, 226, 228, 357, 232, 240, 242, 686, 509, 126]"
"[(229, 0.3237198), (1109, 0.17557631), (449, 0.043756332), (321, 0.04296214), (353, 0.039226804), (203, 0.03921365), (310, 0.028579172), (537, 0.022827588), (236, 0.019920664), (581, 0.019772526), (428, 0.015446141), (472, 0.011904703), (474, 0.010934945), (707, 0.010522897), (277, 0.010163103), (82, 0.008746897), (197, 0.008660497), (473, 0.007904153), (743, 0.00779861), (282, 0.00760035)]","[229, 1109, 449, 321, 353, 203, 310, 537, 236, 581, 428, 472, 474, 707, 277, 82, 197, 473, 743, 282]",10,"[567, 300, 384, 209, 242, 194, 143, 10, 688, 293]",48,"[257, 258, 259, 687, 517, 6, 510, 650, 272, 402, 21, 549, 171, 173, 430, 175, 176, 49, 434, 683, 180, 181, 54, 55, 182, 565, 186, 187, 189, 456, 78, 335, 81, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 685, 686, 509, 126]"
"[(229, 0.54708725), (203, 0.27804956), (1109, 0.1925703), (537, 0.10706153), (321, 0.08859847), (449, 0.07493422), (310, 0.065844305), (236, 0.038987815), (472, 0.03478298), (581, 0.034023684), (353, 0.030557808), (474, 0.023705965), (428, 0.020720534), (684, 0.016415516), (197, 0.013907393), (282, 0.012952896), (326, 0.012792489), (473, 0.0126205515), (155, 0.012288637), (277, 0.012222596)]","[229, 203, 1109, 537, 321, 449, 310, 236, 472, 581, 353, 474, 428, 684, 197, 282, 326, 473, 155, 277]",16,"[95, 430, 181, 683, 189, 402, 340, 6, 49, 549, 21, 565, 293, 226, 54, 180]",42,"[384, 257, 258, 259, 687, 517, 510, 688, 10, 650, 143, 272, 171, 300, 173, 175, 176, 434, 55, 182, 186, 187, 567, 194, 456, 78, 335, 81, 209, 337, 88, 221, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.5680605), (1109, 0.27265465), (203, 0.12667401), (321, 0.12582341), (353, 0.07449488), (310, 0.07165461), (449, 0.06873103), (474, 0.040877346), (236, 0.03564541), (537, 0.033032086), (473, 0.020751067), (428, 0.016854322), (743, 0.01671717), (277, 0.016663525), (684, 0.015521409), (472, 0.015518991), (581, 0.015210569), (707, 0.0152028855), (326, 0.014819314), (282, 0.014733666)]","[229, 1109, 203, 321, 353, 310, 449, 474, 236, 537, 473, 428, 743, 277, 684, 472, 581, 707, 326, 282]",25,"[189, 54, 258, 232, 21, 272, 10, 194, 567, 688, 171, 293, 143, 221, 49, 650, 187, 227, 357, 173, 186, 456, 181, 175, 55]",33,"[384, 257, 259, 687, 517, 6, 510, 402, 549, 300, 430, 176, 434, 683, 180, 182, 565, 78, 335, 81, 209, 337, 340, 88, 95, 226, 228, 240, 242, 685, 686, 509, 126]"
"[(229, 0.8080936), (1109, 0.53858256), (203, 0.2969403), (449, 0.21801136), (321, 0.2019301), (310, 0.19561562), (537, 0.15974905), (353, 0.15536071), (236, 0.09751532), (707, 0.075796865), (743, 0.070131056), (472, 0.061419137), (474, 0.059319045), (581, 0.05124888), (473, 0.046840794), (428, 0.03663669), (716, 0.036024407), (326, 0.033806656), (86, 0.03315991), (684, 0.032015353)]","[229, 1109, 203, 449, 321, 310, 537, 353, 236, 707, 743, 472, 474, 581, 473, 428, 716, 326, 86, 684]",40,"[240, 180, 189, 181, 95, 300, 209, 6, 258, 357, 194, 54, 688, 293, 517, 340, 226, 434, 565, 257, 549, 176, 509, 384, 10, 228, 242, 173, 687, 81, 259, 126, 186, 227, 88, 686, 55, 221, 337, 182]",18,"[510, 650, 143, 272, 402, 21, 171, 430, 175, 49, 683, 187, 567, 456, 78, 335, 232, 685]"
"[(229, 0.7191566), (1109, 0.4339966), (203, 0.34718123), (310, 0.17526284), (449, 0.1656798), (537, 0.122864224), (353, 0.09524048), (321, 0.086901195), (236, 0.052057598), (428, 0.049050268), (472, 0.03901664), (474, 0.038745757), (277, 0.030062426), (684, 0.027181713), (581, 0.024828766), (197, 0.023117702), (473, 0.017832354), (707, 0.017754992), (716, 0.016577553), (660, 0.015930915)]","[229, 1109, 203, 310, 449, 537, 353, 321, 236, 428, 472, 474, 277, 684, 581, 197, 473, 707, 716, 660]",34,"[242, 434, 21, 175, 272, 81, 258, 194, 335, 54, 683, 176, 171, 10, 228, 259, 55, 49, 227, 232, 650, 209, 300, 456, 430, 509, 126, 181, 340, 173, 565, 189, 257, 6]",24,"[384, 687, 517, 510, 688, 143, 402, 293, 549, 180, 182, 186, 187, 567, 78, 337, 88, 221, 95, 226, 357, 240, 685, 686]"
"[(229, 0.11819229), (1109, 0.03766786), (203, 0.024461385), (310, 0.011449869), (321, 0.010920448), (236, 0.010919721), (537, 0.01007615), (353, 0.0073725195), (581, 0.0073686047), (449, 0.0068746526), (474, 0.006325373), (473, 0.0060888897), (86, 0.0046063242), (684, 0.0042968392), (277, 0.004224188), (326, 0.004166302), (82, 0.004152354), (743, 0.004120848), (279, 0.0039011363), (548, 0.0037464509)]","[229, 1109, 203, 310, 321, 236, 537, 353, 581, 449, 474, 473, 86, 684, 277, 326, 82, 743, 279, 548]",4,"[181, 517, 565, 434]",54,"[384, 257, 258, 259, 687, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 176, 49, 683, 180, 54, 55, 182, 186, 187, 567, 189, 194, 456, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.7496492), (1109, 0.4314877), (203, 0.35414216), (321, 0.23176748), (310, 0.16882674), (449, 0.09592601), (474, 0.09524531), (353, 0.09185777), (581, 0.086868286), (537, 0.071027756), (236, 0.05739179), (472, 0.051607024), (473, 0.04059678), (684, 0.038697418), (428, 0.038145248), (707, 0.037970845), (197, 0.031237556), (277, 0.027193094), (987, 0.025205888), (716, 0.02271716)]","[229, 1109, 203, 321, 310, 449, 474, 353, 581, 537, 236, 472, 473, 684, 428, 707, 197, 277, 987, 716]",34,"[517, 567, 257, 335, 55, 509, 182, 6, 49, 95, 685, 688, 434, 228, 337, 650, 340, 510, 259, 221, 258, 549, 189, 456, 78, 242, 194, 10, 81, 126, 686, 272, 181, 180]",24,"[384, 687, 143, 402, 21, 293, 171, 300, 173, 430, 175, 176, 683, 54, 565, 186, 187, 209, 88, 226, 227, 357, 232, 240]"
"[(229, 0.30775684), (1109, 0.120416425), (203, 0.05778646), (321, 0.051251348), (581, 0.034437444), (449, 0.03327059), (353, 0.03291787), (537, 0.032048885), (236, 0.029115697), (310, 0.025884753), (472, 0.014338169), (197, 0.012526977), (684, 0.010500857), (474, 0.010355585), (473, 0.010073806), (326, 0.008777777), (86, 0.008391365), (155, 0.0076924106), (428, 0.0073835193), (548, 0.007246475)]","[229, 1109, 203, 321, 581, 449, 353, 537, 236, 310, 472, 197, 684, 474, 473, 326, 86, 155, 428, 548]",10,"[509, 257, 6, 189, 685, 335, 242, 181, 226, 173]",48,"[384, 258, 259, 687, 517, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 430, 175, 176, 49, 434, 683, 180, 54, 55, 182, 565, 186, 187, 567, 194, 456, 78, 81, 209, 337, 340, 88, 221, 95, 227, 228, 357, 232, 240, 686, 126]"
"[(229, 0.8295462), (1109, 0.5020709), (203, 0.42294925), (581, 0.23143204), (310, 0.2310309), (537, 0.22227272), (321, 0.20334193), (474, 0.17254102), (449, 0.14649606), (353, 0.13872394), (236, 0.11239593), (472, 0.059260987), (707, 0.05872316), (473, 0.058483332), (743, 0.034180705), (155, 0.03380225), (277, 0.03370957), (326, 0.032470822), (428, 0.030573709), (82, 0.03035769)]","[229, 1109, 203, 581, 310, 537, 321, 474, 449, 353, 236, 472, 707, 473, 743, 155, 277, 326, 428, 82]",35,"[357, 293, 650, 143, 402, 226, 10, 189, 434, 186, 126, 81, 430, 95, 272, 209, 242, 340, 565, 221, 180, 686, 176, 257, 337, 517, 88, 173, 228, 549, 227, 510, 171, 78, 182]",23,"[384, 258, 259, 687, 6, 688, 21, 300, 175, 49, 683, 181, 54, 55, 187, 567, 194, 456, 335, 232, 240, 685, 509]"
"[(229, 0.8885639), (1109, 0.7721021), (203, 0.42553553), (537, 0.40691018), (321, 0.4019744), (353, 0.3179603), (310, 0.25391498), (449, 0.2459794), (236, 0.24560802), (474, 0.19997065), (581, 0.15021044), (473, 0.13346542), (743, 0.12536423), (684, 0.12025145), (326, 0.11174569), (472, 0.08465809), (82, 0.08196075), (86, 0.08083203), (277, 0.07709298), (197, 0.07297688)]","[229, 1109, 203, 537, 321, 353, 310, 449, 236, 474, 581, 473, 743, 684, 326, 472, 82, 86, 277, 197]",54,"[126, 88, 181, 272, 340, 95, 221, 6, 227, 650, 258, 180, 300, 549, 335, 242, 209, 240, 685, 187, 182, 81, 171, 402, 257, 194, 510, 430, 78, 143, 565, 567, 228, 357, 517, 21, 49, 176, 337, 683, 175, 293, 232, 259, 186, 688, 434, 54, 456, 509, 189, 686, 687, 384]",4,"[10, 173, 55, 226]"
"[(229, 0.65018743), (1109, 0.3081166), (203, 0.17327718), (537, 0.11798507), (353, 0.087661415), (449, 0.08699779), (474, 0.070209876), (581, 0.06905126), (310, 0.06805155), (321, 0.056990646), (236, 0.040112045), (277, 0.03336867), (707, 0.02712674), (155, 0.025222288), (197, 0.025189552), (743, 0.023734896), (473, 0.023393665), (716, 0.018306157), (428, 0.01702676), (684, 0.01697766)]","[229, 1109, 203, 537, 353, 449, 474, 581, 310, 321, 236, 277, 707, 155, 197, 743, 473, 716, 428, 684]",26,"[181, 6, 685, 49, 293, 176, 683, 226, 257, 259, 10, 272, 549, 335, 186, 456, 81, 171, 54, 337, 180, 189, 402, 143, 95, 686]",32,"[384, 258, 687, 517, 510, 688, 650, 21, 300, 173, 430, 175, 434, 55, 182, 565, 187, 567, 194, 78, 209, 340, 88, 221, 227, 228, 357, 232, 240, 242, 509, 126]"
"[(229, 0.73236346), (1109, 0.4608949), (203, 0.34174752), (449, 0.17661878), (236, 0.14699), (321, 0.12844324), (310, 0.11001557), (353, 0.106713705), (537, 0.105511196), (428, 0.08234948), (743, 0.054088876), (473, 0.042283412), (474, 0.04041899), (581, 0.03865002), (472, 0.036423363), (53, 0.025031636), (684, 0.020865634), (82, 0.019716285), (707, 0.018546725), (987, 0.018085206)]","[229, 1109, 203, 449, 236, 321, 310, 353, 537, 428, 743, 473, 474, 581, 472, 53, 684, 82, 707, 987]",41,"[549, 258, 259, 335, 242, 228, 456, 340, 565, 171, 300, 232, 181, 517, 384, 54, 430, 510, 175, 357, 180, 143, 10, 176, 227, 126, 21, 567, 509, 95, 226, 81, 688, 650, 186, 221, 434, 173, 687, 182, 88]",17,"[257, 6, 272, 402, 293, 49, 683, 55, 187, 189, 194, 78, 209, 337, 240, 685, 686]"
"[(229, 0.2959034), (1109, 0.10147059), (203, 0.08462127), (236, 0.023721633), (321, 0.021742085), (353, 0.02075038), (310, 0.016765112), (473, 0.01606273), (537, 0.016010394), (474, 0.012212775), (449, 0.011499321), (155, 0.01072509), (581, 0.010718434), (428, 0.0080984095), (684, 0.008045493), (472, 0.0076028286), (282, 0.0064238403), (82, 0.0061760624), (660, 0.0061656865), (548, 0.0061161313)]","[229, 1109, 203, 236, 321, 353, 310, 473, 537, 474, 449, 155, 581, 428, 684, 472, 282, 82, 660, 548]",7,"[55, 88, 434, 687, 6, 509, 242]",51,"[384, 257, 258, 259, 517, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 176, 49, 683, 180, 181, 54, 182, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 209, 337, 340, 221, 95, 226, 227, 228, 357, 232, 240, 685, 686, 126]"
"[(229, 0.7366872), (1109, 0.3763999), (353, 0.27901554), (321, 0.15328151), (310, 0.14365739), (581, 0.14156802), (537, 0.11866973), (203, 0.104797885), (449, 0.077697605), (236, 0.061515506), (472, 0.047257688), (428, 0.042497557), (474, 0.041998778), (155, 0.036424626), (684, 0.032400876), (82, 0.02814899), (277, 0.025492154), (743, 0.02340165), (548, 0.021265382), (707, 0.01952001)]","[229, 1109, 353, 321, 310, 581, 537, 203, 449, 236, 472, 428, 474, 155, 684, 82, 277, 743, 548, 707]",33,"[242, 293, 509, 337, 565, 176, 10, 189, 175, 182, 227, 81, 194, 240, 683, 54, 430, 650, 685, 567, 126, 257, 232, 173, 6, 21, 171, 49, 357, 226, 181, 402, 209]",25,"[384, 258, 259, 687, 517, 510, 688, 143, 272, 549, 300, 434, 180, 55, 186, 187, 456, 78, 335, 340, 88, 221, 95, 228, 686]"
"[(229, 0.8844492), (1109, 0.60303336), (203, 0.42699116), (537, 0.33965024), (581, 0.31511992), (321, 0.30146787), (310, 0.2595394), (353, 0.25017393), (236, 0.24777134), (449, 0.22682257), (474, 0.18579763), (473, 0.16612479), (277, 0.12143824), (428, 0.07858368), (472, 0.07587817), (82, 0.07180107), (684, 0.059157625), (987, 0.05896), (716, 0.05618778), (743, 0.053521592)]","[229, 1109, 203, 537, 581, 321, 310, 353, 236, 449, 474, 473, 277, 428, 472, 82, 684, 987, 716, 743]",48,"[173, 95, 384, 54, 55, 181, 687, 650, 517, 293, 6, 209, 337, 182, 186, 686, 257, 194, 510, 240, 272, 685, 300, 227, 402, 81, 335, 434, 567, 143, 126, 340, 509, 10, 187, 456, 232, 549, 258, 171, 21, 688, 49, 180, 357, 683, 565, 242]",10,"[259, 430, 175, 176, 189, 78, 88, 221, 226, 228]"
"[(229, 0.51623255), (203, 0.26846024), (1109, 0.22284672), (353, 0.07262837), (236, 0.057348058), (310, 0.05668379), (537, 0.051221073), (321, 0.050578725), (449, 0.04152032), (474, 0.041332163), (581, 0.029588511), (473, 0.01930582), (428, 0.018940149), (197, 0.017387213), (743, 0.016153805), (707, 0.014106356), (282, 0.0132481875), (326, 0.012570588), (86, 0.012337734), (684, 0.012214752)]","[229, 203, 1109, 353, 236, 310, 537, 321, 449, 474, 581, 473, 428, 197, 743, 707, 282, 326, 86, 684]",14,"[565, 688, 357, 182, 259, 335, 54, 293, 81, 434, 683, 509, 517, 221]",44,"[384, 257, 258, 687, 6, 510, 10, 650, 143, 272, 402, 21, 549, 171, 300, 173, 430, 175, 176, 49, 180, 181, 55, 186, 187, 567, 189, 194, 456, 78, 209, 337, 340, 88, 95, 226, 227, 228, 232, 240, 242, 685, 686, 126]"
"[(229, 0.7787263), (1109, 0.5944306), (203, 0.53518635), (321, 0.21430641), (353, 0.20826621), (310, 0.14328049), (449, 0.119702056), (537, 0.10187286), (236, 0.092669494), (473, 0.07809629), (581, 0.07712746), (743, 0.059601914), (472, 0.04689655), (326, 0.036330476), (707, 0.032525778), (684, 0.031552024), (155, 0.028817128), (474, 0.027536476), (428, 0.024063943), (716, 0.02328674)]","[229, 1109, 203, 321, 353, 310, 449, 537, 236, 473, 581, 743, 472, 326, 707, 684, 155, 474, 428, 716]",36,"[228, 335, 683, 686, 227, 430, 272, 209, 221, 688, 300, 143, 6, 176, 565, 549, 687, 181, 402, 293, 182, 55, 175, 95, 54, 126, 258, 259, 173, 509, 180, 510, 81, 232, 226, 78]",22,"[384, 257, 517, 10, 650, 21, 171, 49, 434, 186, 187, 567, 189, 194, 456, 337, 340, 88, 357, 240, 242, 685]"
"[(229, 0.2200921), (203, 0.059390843), (1109, 0.05636319), (353, 0.014762018), (537, 0.014526518), (321, 0.011887154), (310, 0.011776883), (236, 0.010422483), (449, 0.009740404), (474, 0.008846356), (428, 0.0068567544), (473, 0.0064771273), (472, 0.0062326323), (743, 0.0061951093), (581, 0.0060513266), (684, 0.0049314033), (277, 0.0047025173), (155, 0.0046579987), (707, 0.0046567493), (326, 0.004615952)]","[229, 203, 1109, 353, 537, 321, 310, 236, 449, 474, 428, 473, 472, 743, 581, 684, 277, 155, 707, 326]",5,"[78, 549, 259, 258, 221]",53,"[384, 257, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 171, 300, 173, 430, 175, 176, 49, 434, 683, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 335, 81, 209, 337, 340, 88, 95, 226, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
