perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(513, 0.7869529), (297, 0.7839296), (85, 0.7521983), (312, 0.67773575), (339, 0.65810096), (110, 0.6132893), (67, 0.5459341), (493, 0.5266868), (627, 0.42224756), (164, 0.41749257), (95, 0.41539434), (1044, 0.36083373), (535, 0.32702085), (675, 0.20368566), (970, 0.19517198), (612, 0.16589567), (566, 0.16239814), (428, 0.11891238), (200, 0.11763327), (448, 0.117586106)]","[513, 297, 85, 312, 339, 110, 67, 493, 627, 164, 95, 1044, 535, 675, 970, 612, 566, 428, 200, 448]",153,"[318, 628, 293, 49, 10, 136, 709, 134, 237, 179, 177, 193, 288, 711, 68, 59, 609, 419, 39, 696, 701, 487, 654, 333, 602, 460, 133, 31, 707, 123, 497, 128, 3, 163, 154, 97, 693, 485, 508, 182, 178, 169, 603, 526, 446, 492, 524, 581, 691, 229, 63, 601, 429, 152, 366, 131, 185, 703, 509, 498, 473, 496, 616, 160, 650, 272, 332, 704, 431, 47, 198, 588, 503, 698, 461, 194, 614, 695, 282, 15, 143, 403, 702, 434, 663, 469, 474, 710, 284, 655, 530, 92, 417, 605, 21, 685, 370, 58, 285, 191, 98, 708, 190, 175, 662, 273, 481, 210, 202, 181, 84, 132, 510, 161, 384, 99, 517, 356, 8, 504, 173, 155, 501, 268, 11, 494, 244, 488, 518, 478, 274, 215, 81, 159, 466, 700, 656, 301, 233, 184, 528, 653, 12, 196, 587, 197, 204, 697, 610, 483, 520, 69, 320]",30,"[0, 512, 6, 529, 22, 32, 557, 55, 115, 126, 651, 156, 167, 174, 692, 694, 199, 706, 217, 220, 222, 275, 413, 699, 462, 705, 477, 479, 482, 495]"
"[(513, 0.79726994), (297, 0.7951391), (85, 0.7347851), (1044, 0.6273473), (312, 0.5822541), (627, 0.5201703), (95, 0.51473254), (67, 0.5120695), (110, 0.4395608), (164, 0.34702903), (493, 0.29013565), (339, 0.26716477), (535, 0.2500882), (970, 0.21782644), (566, 0.18918563), (961, 0.17781545), (448, 0.15367422), (675, 0.1343524), (432, 0.11953279), (548, 0.11046056)]","[513, 297, 85, 1044, 312, 627, 95, 67, 110, 164, 493, 339, 535, 970, 566, 961, 448, 675, 432, 548]",133,"[333, 496, 498, 605, 92, 483, 59, 97, 12, 705, 123, 526, 616, 488, 701, 134, 244, 159, 429, 154, 581, 709, 614, 510, 703, 366, 21, 557, 133, 529, 3, 481, 190, 610, 184, 173, 508, 193, 692, 301, 700, 473, 156, 663, 487, 403, 84, 694, 128, 417, 274, 10, 215, 419, 81, 696, 695, 601, 485, 284, 55, 222, 199, 22, 461, 204, 413, 655, 477, 495, 210, 177, 651, 318, 49, 237, 482, 602, 628, 99, 161, 528, 702, 282, 460, 706, 497, 609, 588, 370, 478, 233, 504, 163, 662, 220, 509, 707, 32, 174, 320, 194, 518, 178, 693, 182, 47, 654, 293, 332, 530, 63, 197, 503, 520, 711, 185, 160, 136, 268, 126, 698, 653, 196, 152, 704, 167, 8, 656, 198, 273, 288, 512]",50,"[0, 517, 6, 11, 524, 15, 31, 39, 58, 68, 69, 587, 603, 98, 115, 131, 132, 650, 143, 155, 169, 175, 685, 179, 691, 181, 191, 697, 202, 708, 710, 217, 229, 272, 275, 285, 356, 384, 431, 434, 699, 446, 462, 466, 469, 474, 479, 492, 494, 501]"
"[(297, 0.44974098), (513, 0.41328216), (85, 0.41106406), (312, 0.1841919), (110, 0.104436904), (566, 0.08872215), (95, 0.084774405), (67, 0.08394755), (627, 0.08250809), (493, 0.07600582), (1044, 0.05932412), (535, 0.05762912), (164, 0.03383604), (339, 0.030617213), (961, 0.029457832), (970, 0.025098642), (149, 0.01888829), (200, 0.018019501), (612, 0.01614979), (1122, 0.015997088)]","[297, 513, 85, 312, 110, 566, 95, 67, 627, 493, 1044, 535, 164, 339, 961, 970, 149, 200, 612, 1122]",63,"[69, 210, 182, 473, 132, 610, 504, 653, 663, 154, 159, 419, 603, 136, 177, 92, 520, 487, 692, 494, 31, 191, 696, 202, 518, 32, 510, 602, 705, 434, 462, 47, 709, 711, 15, 320, 706, 498, 199, 272, 282, 284, 174, 477, 123, 710, 530, 656, 478, 460, 163, 691, 651, 370, 215, 700, 474, 193, 274, 181, 588, 115, 662]",120,"[0, 512, 3, 517, 6, 8, 10, 11, 12, 524, 526, 528, 529, 21, 22, 39, 557, 49, 55, 58, 59, 63, 68, 581, 587, 81, 84, 601, 605, 97, 98, 99, 609, 614, 616, 628, 126, 128, 131, 133, 134, 650, 654, 143, 655, 152, 155, 156, 160, 161, 167, 169, 173, 175, 685, 178, 179, 184, 185, 693, 694, 695, 190, 697, 194, 698, 196, 197, 198, 703, 704, 204, 708, 217, 220, 222, 229, 233, 237, 244, 268, 273, 275, 285, 288, 293, 301, 318, 332, 333, 356, 366, 384, 403, 413, 417, 429, 431, 699, 446, 701, 461, 702, 466, 469, 479, 481, 482, 483, 485, 707, 488, 492, 495, 496, 497, 501, 503, 508, 509]"
"[(513, 0.45107085), (297, 0.42148188), (85, 0.37868702), (1044, 0.18139161), (67, 0.101488106), (95, 0.09792812), (110, 0.09147352), (493, 0.08237918), (312, 0.06260161), (627, 0.05795778), (970, 0.039018404), (164, 0.038810402), (535, 0.032012716), (339, 0.018514108), (238, 0.016924305), (566, 0.01568561), (548, 0.015318612), (432, 0.014397682), (428, 0.014250933), (149, 0.014122944)]","[513, 297, 85, 1044, 67, 95, 110, 493, 312, 627, 970, 164, 535, 339, 238, 566, 548, 432, 428, 149]",40,"[466, 179, 707, 68, 22, 473, 229, 197, 163, 318, 81, 663, 492, 199, 694, 497, 588, 92, 693, 220, 479, 3, 178, 31, 695, 518, 204, 488, 487, 274, 320, 702, 217, 434, 133, 190, 498, 39, 55, 614]",143,"[0, 512, 517, 6, 8, 520, 10, 11, 12, 524, 526, 15, 528, 529, 530, 21, 32, 557, 47, 49, 58, 59, 63, 69, 581, 587, 84, 601, 602, 603, 605, 97, 98, 99, 609, 610, 616, 115, 628, 123, 126, 128, 131, 132, 134, 136, 650, 651, 653, 654, 143, 655, 656, 662, 152, 154, 155, 156, 159, 160, 161, 167, 169, 173, 174, 175, 685, 177, 691, 181, 182, 692, 184, 185, 696, 191, 697, 193, 194, 698, 196, 198, 703, 704, 202, 706, 708, 709, 710, 711, 210, 215, 222, 233, 237, 244, 268, 272, 273, 275, 282, 284, 285, 288, 293, 301, 332, 333, 356, 366, 370, 384, 403, 413, 417, 419, 429, 431, 699, 446, 700, 701, 460, 461, 462, 469, 474, 705, 477, 478, 481, 482, 483, 485, 494, 495, 496, 501, 503, 504, 508, 509, 510]"
"[(297, 0.7266835), (513, 0.6537636), (85, 0.6445382), (67, 0.4013704), (95, 0.30373737), (627, 0.27733296), (110, 0.24767694), (312, 0.24124335), (164, 0.24115086), (493, 0.17389975), (1044, 0.157304), (535, 0.1405983), (566, 0.07818781), (339, 0.078168675), (1122, 0.071046315), (961, 0.06637811), (149, 0.04872304), (970, 0.048686367), (432, 0.04439987), (448, 0.0441388)]","[297, 513, 85, 67, 95, 627, 110, 312, 164, 493, 1044, 535, 566, 339, 1122, 961, 149, 970, 432, 448]",99,"[434, 497, 702, 698, 656, 301, 711, 462, 69, 217, 272, 134, 705, 518, 655, 588, 293, 403, 699, 692, 501, 614, 92, 530, 178, 136, 333, 524, 609, 694, 161, 370, 233, 512, 508, 653, 179, 160, 98, 466, 237, 12, 58, 47, 473, 177, 587, 99, 193, 59, 282, 126, 175, 63, 152, 526, 11, 520, 22, 419, 662, 366, 220, 710, 81, 654, 685, 469, 202, 181, 602, 498, 528, 274, 0, 156, 709, 529, 288, 204, 494, 190, 115, 706, 197, 131, 601, 185, 356, 707, 616, 446, 182, 663, 143, 15, 210, 461, 31]",84,"[3, 517, 6, 8, 10, 21, 32, 39, 557, 49, 55, 68, 581, 84, 603, 605, 97, 610, 628, 123, 128, 132, 133, 650, 651, 154, 155, 159, 163, 167, 169, 173, 174, 691, 184, 693, 695, 696, 191, 697, 194, 196, 198, 199, 703, 704, 708, 215, 222, 229, 244, 268, 273, 275, 284, 285, 318, 320, 332, 384, 413, 417, 429, 431, 700, 701, 460, 474, 477, 478, 479, 481, 482, 483, 485, 487, 488, 492, 495, 496, 503, 504, 509, 510]"
"[(297, 0.27233738), (513, 0.24153769), (85, 0.20244043), (110, 0.12280806), (312, 0.08072375), (164, 0.06432919), (67, 0.06047567), (95, 0.05246779), (493, 0.035168897), (627, 0.03514897), (1044, 0.030365426), (339, 0.02166378), (535, 0.016419312), (566, 0.013864346), (1122, 0.013443133), (200, 0.013395785), (149, 0.012244931), (448, 0.011375499), (548, 0.011232004), (612, 0.010535914)]","[297, 513, 85, 110, 312, 164, 67, 95, 493, 627, 1044, 339, 535, 566, 1122, 200, 149, 448, 548, 612]",42,"[528, 417, 193, 301, 81, 655, 59, 133, 10, 498, 55, 202, 161, 184, 8, 685, 483, 700, 210, 530, 616, 651, 190, 708, 222, 609, 504, 460, 509, 653, 47, 520, 333, 282, 587, 97, 431, 177, 320, 196, 12, 274]",141,"[0, 512, 3, 517, 6, 518, 11, 524, 526, 15, 529, 21, 22, 31, 32, 39, 557, 49, 58, 63, 68, 69, 581, 588, 84, 601, 602, 603, 92, 605, 98, 99, 610, 614, 115, 628, 123, 126, 128, 131, 132, 134, 136, 650, 654, 143, 656, 662, 663, 152, 154, 155, 156, 159, 160, 163, 167, 169, 173, 174, 175, 178, 179, 691, 181, 182, 692, 185, 693, 694, 695, 696, 191, 697, 194, 698, 197, 198, 199, 703, 704, 706, 204, 709, 710, 711, 215, 217, 220, 229, 233, 237, 244, 268, 272, 273, 275, 284, 285, 288, 293, 318, 332, 356, 366, 370, 384, 403, 413, 419, 429, 434, 699, 446, 701, 461, 462, 702, 466, 469, 473, 474, 705, 477, 478, 479, 481, 482, 485, 707, 487, 488, 492, 494, 495, 496, 497, 501, 503, 508, 510]"
"[(513, 0.26886132), (297, 0.2678604), (85, 0.24030359), (312, 0.13409656), (67, 0.09028227), (95, 0.078378335), (110, 0.066017136), (1044, 0.05824944), (493, 0.03997355), (627, 0.037457533), (164, 0.022616811), (339, 0.01511093), (535, 0.0135400565), (566, 0.011822944), (1122, 0.011568908), (200, 0.009880598), (428, 0.009501277), (970, 0.009096635), (548, 0.0089118425), (448, 0.008894033)]","[513, 297, 85, 312, 67, 95, 110, 1044, 493, 627, 164, 339, 535, 566, 1122, 200, 428, 970, 548, 448]",46,"[174, 605, 492, 477, 473, 482, 15, 370, 603, 469, 21, 494, 703, 431, 191, 496, 524, 184, 202, 662, 22, 6, 126, 98, 173, 483, 481, 653, 131, 419, 282, 530, 503, 181, 710, 10, 693, 601, 39, 273, 11, 244, 152, 155, 84, 446]",137,"[0, 512, 3, 517, 518, 8, 520, 12, 526, 528, 529, 31, 32, 557, 47, 49, 55, 58, 59, 63, 68, 69, 581, 587, 588, 81, 602, 92, 97, 99, 609, 610, 614, 616, 115, 628, 123, 128, 132, 133, 134, 136, 650, 651, 654, 143, 655, 656, 663, 154, 156, 159, 160, 161, 163, 167, 169, 175, 685, 177, 178, 179, 691, 182, 692, 185, 694, 695, 696, 190, 697, 193, 194, 698, 196, 197, 198, 199, 704, 706, 204, 708, 709, 711, 210, 215, 217, 220, 222, 229, 233, 237, 268, 272, 274, 275, 284, 285, 288, 293, 301, 318, 320, 332, 333, 356, 366, 384, 403, 413, 417, 429, 434, 699, 700, 701, 460, 461, 462, 702, 466, 474, 705, 478, 479, 485, 707, 487, 488, 495, 497, 498, 501, 504, 508, 509, 510]"
"[(297, 0.6850518), (85, 0.58670676), (513, 0.5851744), (67, 0.37037957), (110, 0.27268174), (95, 0.23691268), (1044, 0.20672509), (627, 0.16451739), (493, 0.15999943), (312, 0.1418196), (535, 0.13582498), (566, 0.11759022), (339, 0.11213354), (164, 0.10172825), (1122, 0.06506843), (970, 0.049264662), (548, 0.048727363), (200, 0.04806581), (238, 0.046856266), (458, 0.046834998)]","[297, 85, 513, 67, 110, 95, 1044, 627, 493, 312, 535, 566, 339, 164, 1122, 970, 548, 200, 238, 458]",95,"[182, 293, 518, 8, 474, 181, 215, 12, 508, 55, 152, 132, 492, 466, 487, 175, 63, 133, 704, 496, 184, 370, 628, 356, 479, 610, 229, 204, 524, 233, 446, 685, 413, 528, 692, 47, 481, 529, 482, 706, 69, 662, 526, 284, 81, 161, 504, 501, 318, 699, 222, 49, 603, 693, 193, 614, 700, 708, 517, 581, 115, 703, 663, 244, 237, 588, 694, 530, 169, 520, 711, 177, 696, 32, 39, 709, 557, 159, 160, 179, 384, 275, 429, 156, 601, 485, 653, 217, 691, 332, 707, 419, 710, 59, 403]",88,"[0, 512, 3, 6, 10, 11, 15, 21, 22, 31, 58, 68, 587, 84, 602, 92, 605, 97, 98, 99, 609, 616, 123, 126, 128, 131, 134, 136, 650, 651, 654, 143, 655, 656, 154, 155, 163, 167, 173, 174, 178, 185, 695, 190, 191, 697, 194, 698, 196, 197, 198, 199, 202, 210, 220, 268, 272, 273, 274, 282, 285, 288, 301, 320, 333, 366, 417, 431, 434, 701, 460, 461, 462, 702, 469, 473, 705, 477, 478, 483, 488, 494, 495, 497, 498, 503, 509, 510]"
"[(513, 0.4054733), (297, 0.3899498), (85, 0.31869382), (95, 0.2704337), (627, 0.18765873), (1044, 0.11252344), (67, 0.100702666), (110, 0.086586624), (493, 0.05681965), (164, 0.047886148), (312, 0.04671516), (535, 0.042161793), (566, 0.034357067), (339, 0.028570581), (548, 0.017116465), (675, 0.016479077), (149, 0.01395323), (961, 0.012927097), (200, 0.012738686), (458, 0.012570878)]","[513, 297, 85, 95, 627, 1044, 67, 110, 493, 164, 312, 535, 566, 339, 548, 675, 149, 961, 200, 458]",25,"[136, 155, 55, 446, 6, 528, 184, 99, 461, 488, 653, 605, 497, 131, 58, 220, 21, 0, 318, 483, 154, 557, 204, 495, 434]",158,"[512, 3, 517, 518, 8, 520, 10, 11, 12, 524, 526, 15, 529, 530, 22, 31, 32, 39, 47, 49, 59, 63, 68, 69, 581, 587, 588, 81, 84, 601, 602, 603, 92, 97, 98, 609, 610, 614, 616, 115, 628, 123, 126, 128, 132, 133, 134, 650, 651, 654, 143, 655, 656, 662, 663, 152, 156, 159, 160, 161, 163, 167, 169, 173, 174, 175, 685, 177, 178, 179, 691, 181, 182, 692, 185, 693, 694, 695, 696, 190, 191, 697, 193, 194, 698, 196, 197, 198, 199, 703, 704, 202, 706, 708, 709, 710, 711, 210, 215, 217, 222, 229, 233, 237, 244, 268, 272, 273, 274, 275, 282, 284, 285, 288, 293, 301, 320, 332, 333, 356, 366, 370, 384, 403, 413, 417, 419, 429, 431, 699, 700, 701, 460, 462, 702, 466, 469, 473, 474, 705, 477, 478, 479, 481, 482, 485, 707, 487, 492, 494, 496, 498, 501, 503, 504, 508, 509, 510]"
"[(513, 0.6185768), (297, 0.6112039), (85, 0.54382116), (95, 0.48409012), (110, 0.38668966), (149, 0.23432776), (1044, 0.20944181), (627, 0.15626003), (535, 0.14803661), (312, 0.14492978), (164, 0.11606789), (339, 0.09628844), (67, 0.090484336), (493, 0.08294234), (448, 0.048437048), (566, 0.044447325), (238, 0.04271588), (432, 0.041411392), (612, 0.03677601), (428, 0.036312133)]","[513, 297, 85, 95, 110, 149, 1044, 627, 535, 312, 164, 339, 67, 493, 448, 566, 238, 432, 612, 428]",90,"[210, 222, 691, 469, 320, 143, 504, 462, 473, 706, 136, 126, 11, 63, 528, 709, 384, 268, 695, 650, 710, 184, 526, 318, 156, 115, 229, 693, 656, 182, 154, 81, 478, 49, 160, 434, 601, 524, 133, 21, 98, 446, 55, 654, 413, 3, 159, 707, 175, 492, 429, 97, 685, 69, 197, 518, 403, 47, 190, 68, 708, 698, 477, 702, 194, 482, 653, 704, 697, 275, 700, 530, 12, 655, 163, 22, 520, 169, 131, 581, 488, 185, 557, 10, 696, 495, 198, 233, 501, 8]",93,"[0, 512, 517, 6, 15, 529, 31, 32, 39, 58, 59, 587, 588, 84, 602, 603, 92, 605, 99, 609, 610, 614, 616, 628, 123, 128, 132, 134, 651, 662, 663, 152, 155, 161, 167, 173, 174, 177, 178, 179, 181, 692, 694, 191, 193, 196, 199, 703, 202, 204, 711, 215, 217, 220, 237, 244, 272, 273, 274, 282, 284, 285, 288, 293, 301, 332, 333, 356, 366, 370, 417, 419, 431, 699, 701, 460, 461, 466, 474, 705, 479, 481, 483, 485, 487, 494, 496, 497, 498, 503, 508, 509, 510]"
"[(513, 0.33529088), (297, 0.3238241), (85, 0.25902247), (110, 0.15151629), (627, 0.08097857), (312, 0.04490606), (67, 0.040340085), (95, 0.03935905), (1044, 0.02974531), (566, 0.028499005), (164, 0.025214681), (493, 0.0232665), (535, 0.021843934), (428, 0.014625364), (339, 0.01459157), (458, 0.011723721), (1122, 0.011298302), (970, 0.011273082), (149, 0.011154028), (675, 0.0110715395)]","[513, 297, 85, 110, 627, 312, 67, 95, 1044, 566, 164, 493, 535, 428, 339, 458, 1122, 970, 149, 675]",46,"[614, 434, 220, 601, 431, 704, 163, 461, 10, 403, 196, 496, 15, 429, 474, 653, 587, 487, 84, 98, 123, 0, 273, 182, 701, 702, 11, 518, 115, 529, 466, 485, 167, 692, 217, 177, 181, 517, 530, 695, 178, 610, 655, 8, 482, 97]",137,"[512, 3, 6, 520, 12, 524, 526, 528, 21, 22, 31, 32, 39, 557, 47, 49, 55, 58, 59, 63, 68, 69, 581, 588, 81, 602, 603, 92, 605, 99, 609, 616, 628, 126, 128, 131, 132, 133, 134, 136, 650, 651, 654, 143, 656, 662, 663, 152, 154, 155, 156, 159, 160, 161, 169, 173, 174, 175, 685, 179, 691, 184, 185, 693, 694, 696, 190, 191, 697, 193, 194, 698, 197, 198, 199, 703, 202, 706, 204, 708, 709, 710, 711, 210, 215, 222, 229, 233, 237, 244, 268, 272, 274, 275, 282, 284, 285, 288, 293, 301, 318, 320, 332, 333, 356, 366, 370, 384, 413, 417, 419, 699, 446, 700, 460, 462, 469, 473, 705, 477, 478, 479, 481, 483, 707, 488, 492, 494, 495, 497, 498, 501, 503, 504, 508, 509, 510]"
"[(627, 0.8028384), (513, 0.7755229), (297, 0.76414365), (85, 0.6994862), (95, 0.5170035), (312, 0.5005706), (110, 0.32611573), (1044, 0.3063598), (493, 0.21605535), (164, 0.19516098), (67, 0.16657616), (339, 0.15994927), (566, 0.13685846), (535, 0.10660382), (675, 0.07688467), (970, 0.07259205), (448, 0.06921116), (149, 0.068310715), (428, 0.06817308), (432, 0.06312791)]","[627, 513, 297, 85, 95, 312, 110, 1044, 493, 164, 67, 339, 566, 535, 675, 970, 448, 149, 428, 432]",138,"[69, 301, 169, 190, 3, 702, 694, 356, 518, 557, 217, 588, 610, 602, 510, 503, 284, 492, 174, 478, 709, 509, 403, 695, 126, 482, 501, 15, 446, 181, 47, 692, 55, 229, 693, 333, 128, 12, 191, 318, 273, 529, 99, 97, 530, 173, 92, 175, 244, 134, 605, 136, 320, 202, 39, 84, 199, 708, 163, 528, 156, 115, 160, 650, 700, 699, 0, 655, 653, 384, 268, 332, 193, 654, 498, 196, 462, 711, 419, 696, 184, 293, 651, 587, 204, 222, 197, 512, 132, 282, 11, 691, 8, 705, 581, 167, 685, 461, 495, 370, 413, 609, 479, 601, 701, 155, 707, 504, 431, 481, 496, 154, 22, 6, 698, 210, 159, 663, 274, 485, 469, 68, 366, 59, 194, 237, 662, 98, 473, 429, 198, 185, 434, 703, 177, 460, 215, 31]",45,"[517, 520, 10, 524, 526, 21, 32, 49, 58, 63, 81, 603, 614, 616, 628, 123, 131, 133, 143, 656, 152, 161, 178, 179, 182, 697, 704, 706, 710, 220, 233, 272, 275, 285, 288, 417, 466, 474, 477, 483, 487, 488, 494, 497, 508]"
"[(297, 0.41491494), (513, 0.40801316), (85, 0.38119265), (312, 0.17451932), (95, 0.13693865), (67, 0.09735741), (110, 0.087538354), (627, 0.06578242), (1044, 0.053421542), (493, 0.046905246), (535, 0.040212218), (339, 0.039419003), (164, 0.037905145), (566, 0.023141762), (548, 0.020043366), (970, 0.017526371), (428, 0.017341448), (238, 0.016126797), (612, 0.0149833625), (448, 0.014865905)]","[297, 513, 85, 312, 95, 67, 110, 627, 1044, 493, 535, 339, 164, 566, 548, 970, 428, 238, 612, 448]",54,"[39, 696, 47, 628, 487, 503, 332, 333, 244, 609, 581, 132, 603, 233, 123, 22, 21, 701, 479, 15, 92, 98, 159, 517, 403, 485, 495, 320, 705, 215, 488, 12, 704, 653, 508, 695, 175, 154, 662, 706, 81, 143, 366, 222, 509, 529, 698, 655, 210, 136, 179, 198, 3, 31]",129,"[0, 512, 6, 518, 8, 520, 10, 11, 524, 526, 528, 530, 32, 557, 49, 55, 58, 59, 63, 68, 69, 587, 588, 84, 601, 602, 605, 97, 99, 610, 614, 616, 115, 126, 128, 131, 133, 134, 650, 651, 654, 656, 663, 152, 155, 156, 160, 161, 163, 167, 169, 173, 174, 685, 177, 178, 691, 181, 182, 692, 184, 185, 693, 694, 190, 191, 697, 193, 194, 196, 197, 199, 703, 202, 204, 708, 709, 710, 711, 217, 220, 229, 237, 268, 272, 273, 274, 275, 282, 284, 285, 288, 293, 301, 318, 356, 370, 384, 413, 417, 419, 429, 431, 434, 699, 446, 700, 460, 461, 462, 702, 466, 469, 473, 474, 477, 478, 481, 482, 483, 707, 492, 494, 496, 497, 498, 501, 504, 510]"
"[(513, 0.81737816), (297, 0.8001197), (85, 0.7756996), (339, 0.7300085), (312, 0.6317579), (95, 0.6187619), (627, 0.4658468), (110, 0.43674797), (164, 0.40304738), (1044, 0.39569876), (493, 0.39336804), (535, 0.30729574), (67, 0.25004077), (566, 0.23673889), (675, 0.17440204), (432, 0.15078403), (200, 0.1504692), (970, 0.13665897), (612, 0.13432924), (149, 0.13009213)]","[513, 297, 85, 339, 312, 95, 627, 110, 164, 1044, 493, 535, 67, 566, 675, 432, 200, 970, 612, 149]",155,"[603, 8, 588, 518, 156, 601, 161, 504, 694, 21, 160, 318, 706, 332, 175, 293, 431, 495, 190, 610, 0, 508, 429, 711, 126, 194, 184, 529, 474, 133, 134, 202, 215, 479, 173, 510, 366, 512, 163, 702, 413, 185, 193, 704, 698, 182, 446, 497, 237, 136, 503, 229, 196, 22, 708, 92, 10, 123, 417, 520, 58, 39, 55, 701, 695, 179, 152, 651, 69, 285, 191, 492, 496, 616, 609, 274, 68, 47, 602, 434, 177, 494, 143, 656, 481, 63, 605, 650, 244, 700, 485, 517, 217, 282, 487, 498, 696, 115, 181, 97, 460, 288, 132, 272, 477, 169, 128, 154, 697, 509, 655, 693, 478, 461, 15, 6, 178, 333, 705, 557, 581, 210, 356, 197, 159, 370, 419, 32, 662, 654, 167, 99, 530, 524, 403, 384, 587, 462, 663, 692, 49, 699, 12, 233, 653, 320, 703, 198, 501, 11, 469, 268, 220, 707, 81]",28,"[3, 526, 528, 31, 59, 84, 98, 614, 628, 131, 155, 174, 685, 691, 199, 204, 709, 710, 222, 273, 275, 284, 301, 466, 473, 482, 483, 488]"
"[(513, 0.49712497), (297, 0.44423056), (85, 0.42384577), (95, 0.23113789), (312, 0.15824533), (627, 0.12975158), (493, 0.08346607), (110, 0.07213359), (67, 0.057547394), (339, 0.05650382), (164, 0.05604335), (566, 0.05264538), (1044, 0.046034753), (535, 0.04186587), (675, 0.02440196), (432, 0.024079425), (448, 0.018895352), (970, 0.018128103), (612, 0.017607812), (238, 0.017067445)]","[513, 297, 85, 95, 312, 627, 493, 110, 67, 339, 164, 566, 1044, 535, 675, 432, 448, 970, 612, 238]",44,"[272, 469, 181, 160, 529, 0, 198, 22, 59, 692, 474, 488, 98, 366, 285, 182, 651, 131, 190, 526, 492, 196, 169, 58, 609, 588, 69, 707, 446, 528, 244, 11, 478, 288, 6, 485, 509, 159, 210, 461, 557, 284, 31, 202]",139,"[512, 3, 517, 518, 8, 520, 10, 12, 524, 15, 530, 21, 32, 39, 47, 49, 55, 63, 68, 581, 587, 81, 84, 601, 602, 603, 92, 605, 97, 99, 610, 614, 616, 115, 628, 123, 126, 128, 132, 133, 134, 136, 650, 653, 654, 143, 655, 656, 662, 663, 152, 154, 155, 156, 161, 163, 167, 173, 174, 175, 685, 177, 178, 179, 691, 184, 185, 693, 694, 695, 696, 191, 697, 193, 194, 698, 197, 199, 703, 704, 706, 204, 708, 709, 710, 711, 215, 217, 220, 222, 229, 233, 237, 268, 273, 274, 275, 282, 293, 301, 318, 320, 332, 333, 356, 370, 384, 403, 413, 417, 419, 429, 431, 434, 699, 700, 701, 460, 462, 702, 466, 473, 705, 477, 479, 481, 482, 483, 487, 494, 495, 496, 497, 498, 501, 503, 504, 508, 510]"
"[(297, 0.88207227), (513, 0.8784802), (85, 0.8565956), (95, 0.8037143), (627, 0.6547496), (110, 0.64751774), (67, 0.59642583), (312, 0.547318), (1044, 0.47836596), (164, 0.44244522), (493, 0.4136198), (566, 0.30676153), (535, 0.26500395), (339, 0.2604866), (238, 0.21611078), (612, 0.2151134), (448, 0.20458587), (970, 0.19786234), (200, 0.19750181), (428, 0.19293316)]","[297, 513, 85, 95, 627, 110, 67, 312, 1044, 164, 493, 566, 535, 339, 238, 612, 448, 970, 200, 428]",175,"[174, 650, 181, 155, 588, 709, 152, 21, 285, 11, 318, 15, 466, 498, 524, 22, 614, 320, 528, 332, 133, 293, 193, 496, 160, 481, 656, 616, 47, 557, 202, 301, 274, 196, 581, 98, 509, 229, 691, 651, 284, 703, 178, 356, 487, 526, 469, 699, 512, 275, 417, 603, 184, 485, 609, 282, 175, 700, 708, 697, 707, 49, 529, 478, 179, 132, 167, 185, 698, 695, 701, 10, 483, 288, 508, 128, 696, 446, 69, 494, 694, 413, 154, 706, 99, 163, 81, 429, 84, 333, 520, 55, 710, 143, 605, 198, 68, 31, 12, 495, 115, 136, 702, 58, 384, 517, 628, 220, 602, 197, 131, 210, 237, 156, 92, 692, 177, 530, 474, 6, 704, 711, 370, 460, 653, 59, 39, 488, 194, 473, 32, 492, 601, 273, 662, 161, 97, 518, 655, 482, 434, 190, 685, 8, 663, 366, 510, 244, 169, 654, 126, 501, 222, 134, 191, 182, 63, 705, 497, 159, 199, 173, 217, 504, 419, 233, 503, 477, 204, 479, 462, 3, 610, 268, 431]",8,"[0, 587, 123, 693, 215, 272, 403, 461]"
