perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(285, 0.53877354), (99, 0.4700638), (95, 0.38249564), (306, 0.23742954), (10, 0.19983609), (507, 0.18581617), (229, 0.18563175), (88, 0.17732604), (186, 0.17519337), (21, 0.17358372), (146, 0.16574003), (184, 0.16044062), (174, 0.1403727), (366, 0.12331456), (239, 0.108001456), (212, 0.09471273), (878, 0.08435962), (477, 0.08332411), (149, 0.079971924), (420, 0.07674735)]","[285, 99, 95, 306, 10, 507, 229, 88, 186, 21, 146, 184, 174, 366, 239, 212, 878, 477, 149, 420]",8,"[293, 353, 326, 259, 209, 359, 323, 327]",15,"[257, 263, 328, 270, 287, 355, 356, 357, 358, 360, 361, 299, 300, 302, 49]"
"[(285, 0.29976955), (99, 0.27453592), (95, 0.15818642), (306, 0.096493214), (88, 0.087876014), (10, 0.078631654), (146, 0.07768577), (229, 0.07277078), (186, 0.07258685), (507, 0.07223953), (21, 0.06496997), (184, 0.06372795), (174, 0.061906952), (366, 0.048024006), (239, 0.04201346), (878, 0.03320015), (212, 0.032566037), (518, 0.030870648), (477, 0.030440554), (20, 0.029095368)]","[285, 99, 95, 306, 88, 10, 146, 229, 186, 507, 21, 184, 174, 366, 239, 878, 212, 518, 477, 20]",1,[293],22,"[257, 259, 323, 326, 263, 327, 328, 270, 209, 287, 353, 355, 356, 357, 358, 359, 360, 361, 299, 300, 302, 49]"
"[(285, 0.65159065), (99, 0.58664674), (95, 0.48452178), (306, 0.35663193), (10, 0.349309), (186, 0.34819925), (229, 0.3311893), (146, 0.3254395), (507, 0.3115236), (21, 0.29494345), (88, 0.29152223), (184, 0.28563234), (174, 0.2758596), (366, 0.21516697), (239, 0.19889328), (212, 0.17280464), (878, 0.16722275), (518, 0.16630836), (20, 0.15103391), (420, 0.14308795)]","[285, 99, 95, 306, 10, 186, 229, 146, 507, 21, 88, 184, 174, 366, 239, 212, 878, 518, 20, 420]",16,"[259, 323, 358, 293, 355, 270, 299, 300, 327, 209, 357, 263, 359, 360, 49, 257]",7,"[326, 328, 287, 353, 356, 361, 302]"
"[(285, 0.5277172), (99, 0.5237742), (95, 0.42541155), (88, 0.26457146), (306, 0.2507016), (10, 0.23296991), (186, 0.22240868), (146, 0.21117136), (229, 0.21070577), (507, 0.19181381), (174, 0.1889069), (21, 0.18814783), (184, 0.18772694), (366, 0.14334029), (239, 0.13263223), (518, 0.10686298), (212, 0.10587334), (878, 0.10314362), (477, 0.09774925), (20, 0.09503632)]","[285, 99, 95, 88, 306, 10, 186, 146, 229, 507, 174, 21, 184, 366, 239, 518, 212, 878, 477, 20]",5,"[302, 361, 358, 263, 353]",18,"[257, 259, 323, 326, 327, 328, 270, 209, 287, 355, 356, 293, 357, 359, 360, 299, 300, 49]"
"[(99, 0.6091025), (285, 0.6030076), (95, 0.45952925), (306, 0.31670612), (10, 0.274174), (229, 0.2666468), (88, 0.25719947), (186, 0.2518787), (146, 0.24312979), (507, 0.24035443), (174, 0.22611837), (184, 0.2120874), (21, 0.20910051), (366, 0.17769402), (239, 0.15425174), (212, 0.12718317), (878, 0.1258543), (518, 0.12457803), (477, 0.11311248), (149, 0.10911922)]","[99, 285, 95, 306, 10, 229, 88, 186, 146, 507, 174, 184, 21, 366, 239, 212, 878, 518, 477, 149]",10,"[299, 263, 300, 49, 270, 328, 361, 323, 287, 257]",13,"[259, 326, 327, 209, 353, 355, 356, 293, 357, 358, 359, 360, 302]"
"[(285, 0.6846602), (99, 0.674331), (95, 0.5435735), (306, 0.4097807), (88, 0.38924593), (10, 0.35722783), (186, 0.35638), (146, 0.3419165), (229, 0.33871683), (174, 0.3002664), (507, 0.29731485), (21, 0.2860103), (184, 0.27692586), (366, 0.23120537), (239, 0.20012149), (878, 0.17738771), (212, 0.17003411), (518, 0.16738918), (149, 0.1489318), (20, 0.14697658)]","[285, 99, 95, 306, 88, 10, 186, 146, 229, 174, 507, 21, 184, 366, 239, 878, 212, 518, 149, 20]",12,"[359, 302, 49, 300, 357, 361, 355, 257, 353, 326, 293, 356]",11,"[259, 323, 263, 327, 328, 270, 209, 287, 358, 360, 299]"
"[(99, 0.4508272), (285, 0.41791838), (95, 0.23981084), (88, 0.1843116), (306, 0.18304664), (10, 0.1636749), (229, 0.15220939), (146, 0.14710951), (186, 0.14102449), (174, 0.13611831), (507, 0.13475578), (21, 0.12460136), (184, 0.123932436), (239, 0.07671527), (366, 0.07286329), (212, 0.069804356), (878, 0.061909802), (518, 0.06178864), (477, 0.061371572), (149, 0.054969344)]","[99, 285, 95, 88, 306, 10, 229, 146, 186, 174, 507, 21, 184, 239, 366, 212, 878, 518, 477, 149]",5,"[270, 326, 302, 300, 257]",18,"[259, 323, 263, 327, 328, 209, 287, 353, 355, 356, 293, 357, 358, 359, 360, 361, 299, 49]"
"[(99, 0.6659082), (285, 0.65772027), (95, 0.5851359), (306, 0.45922112), (88, 0.42227688), (10, 0.39273715), (186, 0.38883284), (146, 0.37247917), (229, 0.32039997), (184, 0.31996027), (21, 0.31075057), (174, 0.31015056), (507, 0.29675227), (366, 0.2857596), (239, 0.25020638), (518, 0.20458753), (212, 0.18820257), (20, 0.18656981), (149, 0.18405856), (878, 0.18048537)]","[99, 285, 95, 306, 88, 10, 186, 146, 229, 184, 21, 174, 507, 366, 239, 518, 212, 20, 149, 878]",16,"[259, 327, 357, 323, 326, 361, 209, 287, 353, 302, 257, 358, 299, 270, 356, 359]",7,"[263, 328, 355, 293, 360, 300, 49]"
"[(99, 0.68972266), (285, 0.66936886), (95, 0.48316738), (306, 0.41633037), (88, 0.411981), (10, 0.37698665), (146, 0.36512023), (229, 0.34856296), (186, 0.33859926), (507, 0.3370534), (174, 0.31902292), (184, 0.29962486), (21, 0.2753786), (366, 0.2605708), (878, 0.20444466), (212, 0.19857047), (239, 0.19264941), (518, 0.19004427), (149, 0.16995429), (20, 0.16043995)]","[99, 285, 95, 306, 88, 10, 146, 229, 186, 507, 174, 184, 21, 366, 878, 212, 239, 518, 149, 20]",19,"[360, 300, 328, 293, 263, 357, 49, 356, 209, 299, 355, 326, 257, 287, 353, 327, 359, 259, 302]",4,"[323, 270, 358, 361]"
"[(285, 0.53383356), (99, 0.4742501), (95, 0.42293334), (306, 0.2768985), (146, 0.22435333), (186, 0.22049075), (88, 0.21419303), (174, 0.20227309), (507, 0.1926751), (21, 0.18754473), (10, 0.18507318), (229, 0.18371333), (184, 0.18130033), (366, 0.14878786), (239, 0.12608273), (878, 0.0999848), (212, 0.09956701), (518, 0.09435914), (477, 0.09277168), (149, 0.089676775)]","[285, 99, 95, 306, 146, 186, 88, 174, 507, 21, 10, 229, 184, 366, 239, 878, 212, 518, 477, 149]",7,"[49, 328, 357, 355, 323, 300, 270]",16,"[257, 259, 326, 263, 327, 209, 287, 353, 356, 293, 358, 359, 360, 361, 299, 302]"
"[(285, 0.46540007), (99, 0.4170729), (95, 0.25598067), (306, 0.19042797), (88, 0.17144306), (10, 0.15273573), (186, 0.1448799), (229, 0.14193673), (146, 0.13939472), (21, 0.13152249), (507, 0.13054734), (174, 0.11910655), (184, 0.09573226), (366, 0.08819444), (239, 0.08072853), (878, 0.06799798), (212, 0.06557836), (518, 0.063381225), (477, 0.06008705), (20, 0.059751693)]","[285, 99, 95, 306, 88, 10, 186, 229, 146, 21, 507, 174, 184, 366, 239, 878, 212, 518, 477, 20]",5,"[328, 287, 353, 270, 356]",18,"[257, 259, 323, 326, 263, 327, 209, 355, 293, 357, 358, 359, 360, 361, 299, 300, 302, 49]"
"[(285, 0.61633277), (99, 0.60510266), (95, 0.4730922), (306, 0.34378994), (88, 0.33505052), (10, 0.30590335), (186, 0.2827556), (229, 0.27054474), (146, 0.25085554), (507, 0.2474664), (184, 0.2458804), (21, 0.24006146), (174, 0.23611481), (366, 0.18795523), (239, 0.16110429), (878, 0.14286141), (212, 0.13136938), (518, 0.13110298), (20, 0.12730658), (477, 0.12441496)]","[285, 99, 95, 306, 88, 10, 186, 229, 146, 507, 184, 21, 174, 366, 239, 878, 212, 518, 20, 477]",11,"[270, 356, 353, 328, 302, 327, 360, 326, 361, 299, 358]",12,"[257, 259, 323, 263, 209, 287, 355, 293, 357, 359, 300, 49]"
"[(285, 0.5961464), (99, 0.5600803), (95, 0.43056458), (306, 0.30213928), (88, 0.29033908), (10, 0.28046787), (186, 0.27925333), (146, 0.2516175), (229, 0.24743822), (507, 0.21968678), (21, 0.21957357), (174, 0.21951382), (184, 0.19839683), (366, 0.1678403), (239, 0.14292352), (878, 0.1317073), (212, 0.12808402), (477, 0.110811606), (20, 0.103993654), (149, 0.100701325)]","[285, 99, 95, 306, 88, 10, 186, 146, 229, 507, 21, 174, 184, 366, 239, 878, 212, 477, 20, 149]",9,"[356, 299, 49, 353, 359, 302, 326, 270, 355]",14,"[257, 259, 323, 263, 327, 328, 209, 287, 293, 357, 358, 360, 361, 300]"
"[(285, 0.59573376), (99, 0.5448297), (95, 0.45012853), (306, 0.30461627), (88, 0.2782794), (229, 0.26722205), (10, 0.26523787), (186, 0.25511074), (146, 0.25424114), (507, 0.25024655), (174, 0.22277181), (184, 0.21146162), (21, 0.19661301), (366, 0.1851903), (239, 0.16122912), (212, 0.13408896), (878, 0.12812144), (518, 0.12696129), (477, 0.11896602), (20, 0.11809106)]","[285, 99, 95, 306, 88, 229, 10, 186, 146, 507, 174, 184, 21, 366, 239, 212, 878, 518, 477, 20]",8,"[360, 259, 323, 361, 359, 358, 287, 302]",15,"[257, 326, 263, 327, 328, 270, 209, 353, 355, 356, 293, 357, 299, 300, 49]"
"[(285, 0.47287428), (99, 0.420261), (95, 0.30980384), (88, 0.18345787), (306, 0.18204595), (10, 0.18113947), (146, 0.17427847), (507, 0.15923712), (174, 0.15604277), (186, 0.15379705), (229, 0.15287073), (21, 0.14096265), (184, 0.1309696), (366, 0.10561194), (239, 0.09222548), (212, 0.08041523), (878, 0.07814433), (518, 0.077119105), (20, 0.06863948), (477, 0.065331824)]","[285, 99, 95, 88, 306, 10, 146, 507, 174, 186, 229, 21, 184, 366, 239, 212, 878, 518, 20, 477]",5,"[358, 302, 328, 263, 356]",18,"[257, 259, 323, 326, 327, 270, 209, 287, 353, 355, 293, 357, 359, 360, 361, 299, 300, 49]"
"[(285, 0.71898264), (99, 0.6954245), (95, 0.5825345), (306, 0.45640534), (88, 0.4543127), (186, 0.42981464), (146, 0.3895054), (229, 0.38494247), (21, 0.359366), (507, 0.3586424), (174, 0.3528375), (10, 0.34551755), (184, 0.33985087), (366, 0.29621136), (239, 0.22902964), (212, 0.22382542), (878, 0.21736352), (518, 0.21538079), (477, 0.19555134), (149, 0.19130671)]","[285, 99, 95, 306, 88, 186, 146, 229, 21, 507, 174, 10, 184, 366, 239, 212, 878, 518, 477, 149]",17,"[359, 302, 300, 328, 361, 356, 49, 293, 353, 299, 263, 257, 323, 270, 355, 259, 287]",6,"[326, 327, 209, 357, 358, 360]"
"[(99, 0.47904095), (285, 0.47013366), (95, 0.34858885), (306, 0.19518992), (146, 0.16713406), (10, 0.16553137), (229, 0.16475902), (186, 0.15354945), (88, 0.1525618), (174, 0.14800441), (507, 0.14228056), (21, 0.14119935), (184, 0.12823981), (366, 0.10095438), (239, 0.08290702), (212, 0.07592609), (878, 0.075925276), (518, 0.071962655), (477, 0.06688685), (20, 0.064302474)]","[99, 285, 95, 306, 146, 10, 229, 186, 88, 174, 507, 21, 184, 366, 239, 212, 878, 518, 477, 20]",5,"[49, 270, 302, 358, 355]",18,"[257, 259, 323, 326, 263, 327, 328, 209, 287, 353, 356, 293, 357, 359, 360, 361, 299, 300]"
"[(99, 0.5598309), (285, 0.5583989), (95, 0.42178115), (88, 0.3089527), (186, 0.28221327), (306, 0.27113315), (10, 0.2632042), (146, 0.2532537), (229, 0.24534957), (507, 0.23783687), (174, 0.22128707), (184, 0.2118678), (21, 0.21070929), (366, 0.18258631), (239, 0.15091893), (212, 0.13410485), (878, 0.13221996), (518, 0.120517306), (20, 0.11478808), (149, 0.11452942)]","[99, 285, 95, 88, 186, 306, 10, 146, 229, 507, 174, 184, 21, 366, 239, 212, 878, 518, 20, 149]",14,"[293, 327, 356, 299, 360, 270, 209, 323, 353, 355, 300, 361, 359, 259]",9,"[257, 326, 263, 328, 287, 357, 358, 302, 49]"
"[(285, 0.65600616), (99, 0.6236999), (95, 0.53626776), (88, 0.39017573), (306, 0.3827403), (229, 0.35772803), (10, 0.3551669), (146, 0.34413177), (507, 0.33054203), (21, 0.31351689), (186, 0.31114975), (174, 0.301887), (184, 0.29792634), (366, 0.25381926), (239, 0.22771493), (878, 0.19830728), (212, 0.18497817), (518, 0.18468589), (477, 0.17267899), (20, 0.16625856)]","[285, 99, 95, 88, 306, 229, 10, 146, 507, 21, 186, 174, 184, 366, 239, 878, 212, 518, 477, 20]",14,"[293, 358, 360, 300, 270, 361, 356, 357, 326, 302, 355, 327, 328, 359]",9,"[257, 259, 323, 263, 209, 287, 353, 299, 49]"
"[(99, 0.6613683), (285, 0.64596194), (95, 0.6052308), (88, 0.45399368), (306, 0.4513555), (10, 0.41736072), (146, 0.41599956), (229, 0.4134942), (186, 0.39519987), (174, 0.3795406), (21, 0.37236273), (507, 0.35931802), (184, 0.3490279), (366, 0.28999394), (239, 0.27354446), (878, 0.24142249), (518, 0.22359554), (212, 0.20100339), (420, 0.19072631), (149, 0.18788521)]","[99, 285, 95, 88, 306, 10, 146, 229, 186, 174, 21, 507, 184, 366, 239, 878, 518, 212, 420, 149]",17,"[259, 302, 353, 263, 361, 355, 287, 356, 300, 270, 323, 358, 326, 359, 209, 257, 49]",6,"[327, 328, 293, 357, 360, 299]"
"[(285, 0.6674017), (99, 0.61223227), (95, 0.5355972), (306, 0.40998235), (88, 0.33751428), (10, 0.33217788), (186, 0.3248004), (146, 0.32065746), (174, 0.28362688), (21, 0.28205645), (507, 0.27316743), (229, 0.26751152), (184, 0.266323), (366, 0.21340819), (239, 0.19358848), (212, 0.16293146), (878, 0.162019), (518, 0.15395749), (477, 0.14677225), (149, 0.13029096)]","[285, 99, 95, 306, 88, 10, 186, 146, 174, 21, 507, 229, 184, 366, 239, 212, 878, 518, 477, 149]",13,"[287, 356, 361, 49, 323, 263, 302, 209, 360, 259, 299, 300, 359]",10,"[257, 326, 327, 328, 270, 353, 355, 293, 357, 358]"
"[(99, 0.7077281), (285, 0.6564043), (95, 0.60745287), (306, 0.47488585), (186, 0.4414019), (88, 0.43486318), (146, 0.4170211), (229, 0.4090069), (21, 0.39268836), (507, 0.38968468), (10, 0.37838078), (174, 0.37284723), (184, 0.3287032), (366, 0.31998107), (239, 0.28358793), (212, 0.25581166), (518, 0.24619378), (878, 0.24080478), (20, 0.22107466), (477, 0.21870571)]","[99, 285, 95, 306, 186, 88, 146, 229, 21, 507, 10, 174, 184, 366, 239, 212, 518, 878, 20, 477]",20,"[270, 360, 359, 361, 357, 328, 302, 356, 257, 49, 358, 263, 287, 293, 300, 323, 209, 353, 326, 259]",3,"[327, 355, 299]"
"[(285, 0.3854725), (99, 0.34004754), (95, 0.20752919), (306, 0.1262503), (10, 0.113313995), (88, 0.11317054), (186, 0.10520766), (229, 0.0963871), (174, 0.09186954), (146, 0.08905776), (21, 0.08542099), (507, 0.08399736), (184, 0.08289542), (366, 0.06202632), (239, 0.05628448), (878, 0.047539353), (212, 0.046087835), (518, 0.044445727), (20, 0.03737117), (149, 0.035679966)]","[285, 99, 95, 306, 10, 88, 186, 229, 174, 146, 21, 507, 184, 366, 239, 878, 212, 518, 20, 149]",3,"[356, 287, 323]",20,"[257, 259, 326, 263, 327, 328, 270, 209, 353, 355, 293, 357, 358, 359, 360, 361, 299, 300, 302, 49]"
"[(285, 0.69382226), (99, 0.5810018), (95, 0.5426144), (88, 0.4479301), (306, 0.4399278), (146, 0.39768773), (186, 0.39310223), (174, 0.38469082), (10, 0.384066), (229, 0.38305473), (507, 0.3796131), (21, 0.35560948), (184, 0.33746356), (366, 0.284756), (239, 0.27737185), (878, 0.24058141), (212, 0.23948616), (518, 0.21852896), (477, 0.20435812), (149, 0.20137481)]","[285, 99, 95, 88, 306, 146, 186, 174, 10, 229, 507, 21, 184, 366, 239, 878, 212, 518, 477, 149]",16,"[326, 49, 293, 302, 287, 209, 353, 359, 323, 259, 361, 360, 355, 328, 327, 358]",7,"[257, 263, 270, 356, 357, 299, 300]"
"[(285, 0.45458096), (99, 0.41157213), (95, 0.29407015), (306, 0.17807527), (88, 0.16486555), (186, 0.15800396), (146, 0.14907056), (229, 0.14690234), (10, 0.14656201), (174, 0.13218546), (507, 0.12621872), (184, 0.11999988), (21, 0.11859323), (366, 0.09148975), (239, 0.07864959), (878, 0.068291254), (518, 0.0602615), (212, 0.05934532), (20, 0.05631372), (149, 0.055577002)]","[285, 99, 95, 306, 88, 186, 146, 229, 10, 174, 507, 184, 21, 366, 239, 878, 518, 212, 20, 149]",7,"[356, 323, 358, 257, 287, 327, 299]",16,"[259, 326, 263, 328, 270, 209, 353, 355, 293, 357, 359, 360, 361, 300, 302, 49]"
"[(285, 0.6827778), (99, 0.616643), (95, 0.52072936), (88, 0.4063655), (306, 0.363101), (186, 0.36219788), (146, 0.35830793), (229, 0.33929488), (21, 0.31562132), (507, 0.31306827), (174, 0.3111598), (10, 0.30594245), (184, 0.27188787), (366, 0.23113142), (239, 0.2190287), (878, 0.18426809), (212, 0.17541322), (518, 0.16558293), (477, 0.16392417), (20, 0.1562726)]","[285, 99, 95, 88, 306, 186, 146, 229, 21, 507, 174, 10, 184, 366, 239, 878, 212, 518, 477, 20]",15,"[287, 353, 257, 299, 293, 263, 358, 357, 323, 270, 360, 359, 49, 259, 355]",8,"[326, 327, 328, 209, 356, 361, 300, 302]"
"[(285, 0.61601), (99, 0.61309016), (95, 0.50307816), (306, 0.3214187), (186, 0.30074778), (229, 0.28467023), (146, 0.28174213), (88, 0.27829507), (10, 0.2744009), (174, 0.26181626), (507, 0.25719917), (21, 0.24345386), (184, 0.22954866), (366, 0.17884006), (239, 0.15837352), (878, 0.14098357), (212, 0.13389239), (518, 0.12665887), (420, 0.11748467), (477, 0.112031184)]","[285, 99, 95, 306, 186, 229, 146, 88, 10, 174, 507, 21, 184, 366, 239, 878, 212, 518, 420, 477]",12,"[361, 328, 355, 302, 287, 259, 358, 360, 49, 327, 323, 293]",11,"[257, 326, 263, 270, 209, 353, 356, 357, 359, 299, 300]"
"[(99, 0.6825428), (285, 0.68024474), (95, 0.6000171), (306, 0.4547653), (186, 0.42977023), (229, 0.41400945), (88, 0.40693083), (10, 0.40432826), (146, 0.4027385), (174, 0.3775468), (507, 0.3606056), (184, 0.35118303), (21, 0.3200873), (366, 0.31302756), (239, 0.2518739), (878, 0.24265729), (518, 0.2258093), (212, 0.21372089), (477, 0.2120123), (20, 0.20736855)]","[99, 285, 95, 306, 186, 229, 88, 10, 146, 174, 507, 184, 21, 366, 239, 878, 518, 212, 477, 20]",16,"[327, 357, 287, 302, 359, 326, 257, 263, 353, 355, 49, 209, 323, 328, 360, 270]",7,"[259, 356, 293, 358, 361, 299, 300]"
"[(285, 0.7800542), (99, 0.7609973), (95, 0.6910495), (306, 0.54187864), (186, 0.5371428), (88, 0.53263754), (10, 0.5237366), (229, 0.5161103), (146, 0.5094624), (507, 0.49347445), (174, 0.49312282), (184, 0.47101027), (366, 0.4205752), (21, 0.4149303), (239, 0.3736425), (212, 0.33412036), (878, 0.32807532), (518, 0.32360432), (20, 0.2982564), (477, 0.29413223)]","[285, 99, 95, 306, 186, 88, 10, 229, 146, 507, 174, 184, 366, 21, 239, 212, 878, 518, 20, 477]",22,"[323, 357, 326, 358, 257, 327, 302, 263, 293, 287, 209, 355, 356, 300, 328, 359, 270, 361, 299, 259, 360, 353]",1,[49]
"[(285, 0.73341495), (99, 0.673546), (95, 0.61967194), (306, 0.4768946), (10, 0.45101488), (88, 0.45085457), (229, 0.43094888), (174, 0.4030494), (146, 0.39233655), (507, 0.39011157), (21, 0.3887871), (184, 0.37801322), (186, 0.35590807), (366, 0.30523783), (239, 0.27069202), (878, 0.24344635), (212, 0.23139568), (518, 0.23115483), (420, 0.20438911), (477, 0.20074949)]","[285, 99, 95, 306, 10, 88, 229, 174, 146, 507, 21, 184, 186, 366, 239, 878, 212, 518, 420, 477]",20,"[49, 353, 263, 359, 257, 327, 270, 293, 259, 357, 358, 360, 326, 323, 299, 209, 356, 302, 287, 355]",3,"[328, 361, 300]"
"[(285, 0.5952387), (99, 0.54424345), (95, 0.49088603), (306, 0.3281714), (10, 0.29694188), (186, 0.29614723), (88, 0.29413155), (146, 0.27835765), (229, 0.27024972), (174, 0.24847649), (184, 0.20501314), (21, 0.20269345), (507, 0.19538589), (366, 0.18746401), (239, 0.16338842), (212, 0.13474326), (878, 0.13272975), (518, 0.13041312), (477, 0.114000015), (149, 0.11372965)]","[285, 99, 95, 306, 10, 186, 88, 146, 229, 174, 184, 21, 507, 366, 239, 212, 878, 518, 477, 149]",10,"[356, 328, 355, 209, 299, 270, 326, 263, 359, 49]",13,"[257, 259, 323, 327, 287, 353, 293, 357, 358, 360, 361, 300, 302]"
"[(99, 0.6050003), (285, 0.59783125), (95, 0.49082732), (88, 0.34016028), (306, 0.32551017), (10, 0.29109192), (146, 0.279346), (186, 0.26943806), (229, 0.2633453), (507, 0.2625789), (174, 0.25968996), (21, 0.25621805), (184, 0.21218748), (366, 0.18910563), (239, 0.17394508), (878, 0.14946094), (518, 0.13857776), (212, 0.13325775), (477, 0.12388242), (420, 0.11853832)]","[99, 285, 95, 88, 306, 10, 146, 186, 229, 507, 174, 21, 184, 366, 239, 878, 518, 212, 477, 420]",12,"[287, 263, 353, 302, 293, 259, 355, 323, 357, 327, 300, 361]",11,"[257, 326, 328, 270, 209, 356, 358, 359, 360, 299, 49]"
"[(285, 0.557289), (99, 0.4905079), (95, 0.46357507), (306, 0.31263718), (88, 0.2929065), (186, 0.27282265), (10, 0.2592065), (229, 0.25290728), (507, 0.2439692), (21, 0.22371635), (146, 0.22183512), (174, 0.21296918), (184, 0.20635898), (239, 0.15560621), (366, 0.14980029), (212, 0.12254792), (878, 0.12235637), (477, 0.11335359), (20, 0.11307825), (518, 0.11238699)]","[285, 99, 95, 306, 88, 186, 10, 229, 507, 21, 146, 174, 184, 239, 366, 212, 878, 477, 20, 518]",8,"[360, 328, 361, 257, 326, 359, 302, 353]",15,"[259, 323, 263, 327, 270, 209, 287, 355, 356, 293, 357, 358, 299, 300, 49]"
"[(99, 0.37495115), (285, 0.3606422), (95, 0.23439021), (88, 0.12996985), (10, 0.11838149), (306, 0.117912255), (186, 0.10964448), (146, 0.09982037), (229, 0.09804638), (507, 0.09788214), (21, 0.08838433), (184, 0.081977524), (174, 0.07569044), (366, 0.071343385), (239, 0.060210295), (212, 0.04970565), (878, 0.04761141), (518, 0.044533662), (20, 0.042449083), (149, 0.041701388)]","[99, 285, 95, 88, 10, 306, 186, 146, 229, 507, 21, 184, 174, 366, 239, 212, 878, 518, 20, 149]",2,"[361, 359]",21,"[257, 259, 323, 326, 263, 327, 328, 270, 209, 287, 353, 355, 356, 293, 357, 358, 360, 299, 300, 302, 49]"
"[(285, 0.5167254), (99, 0.45756465), (95, 0.35774976), (306, 0.21662068), (88, 0.1978349), (186, 0.1843592), (146, 0.18425344), (10, 0.18009804), (174, 0.15894453), (229, 0.15736292), (184, 0.15026516), (507, 0.14502633), (21, 0.14497744), (366, 0.11037564), (239, 0.10232994), (878, 0.08670346), (518, 0.07977196), (212, 0.072793156), (477, 0.06702518), (20, 0.065929174)]","[285, 99, 95, 306, 88, 186, 146, 10, 174, 229, 184, 507, 21, 366, 239, 878, 518, 212, 477, 20]",7,"[360, 49, 302, 356, 209, 270, 259]",16,"[257, 323, 326, 263, 327, 328, 287, 353, 355, 293, 357, 358, 359, 361, 299, 300]"
"[(285, 0.4532899), (99, 0.41100726), (95, 0.28864062), (306, 0.17032279), (186, 0.14688446), (146, 0.14264677), (229, 0.14040942), (88, 0.14027037), (10, 0.13841845), (507, 0.121095754), (21, 0.119950905), (174, 0.117838524), (184, 0.09944092), (366, 0.08511077), (239, 0.073180385), (212, 0.063695684), (878, 0.061515905), (518, 0.06103757), (149, 0.053188436), (20, 0.052017163)]","[285, 99, 95, 306, 186, 146, 229, 88, 10, 507, 21, 174, 184, 366, 239, 212, 878, 518, 149, 20]",4,"[361, 328, 257, 293]",19,"[259, 323, 326, 263, 327, 270, 209, 287, 353, 355, 356, 357, 358, 359, 360, 299, 300, 302, 49]"
"[(285, 0.79206973), (99, 0.7857346), (95, 0.6484472), (88, 0.56242603), (306, 0.5621905), (186, 0.52390176), (229, 0.5189125), (10, 0.5110643), (146, 0.5041983), (507, 0.49159613), (174, 0.49067205), (184, 0.47611022), (21, 0.44518328), (366, 0.42550248), (239, 0.3886972), (878, 0.3384805), (477, 0.3106846), (212, 0.3080818), (149, 0.28939605), (518, 0.28539634)]","[285, 99, 95, 88, 306, 186, 229, 10, 146, 507, 174, 184, 21, 366, 239, 878, 477, 212, 149, 518]",22,"[259, 356, 263, 293, 257, 326, 361, 323, 353, 49, 358, 360, 299, 357, 287, 300, 327, 355, 302, 270, 328, 359]",1,[209]
"[(285, 0.68707144), (99, 0.68232703), (95, 0.5455462), (88, 0.45823482), (306, 0.43827996), (186, 0.4276037), (10, 0.41073272), (229, 0.39203492), (146, 0.373919), (184, 0.3438385), (21, 0.3428431), (507, 0.3200462), (174, 0.31154335), (239, 0.26867458), (366, 0.26340178), (878, 0.2345541), (212, 0.2215175), (518, 0.22067507), (20, 0.1999003), (477, 0.19220874)]","[285, 99, 95, 88, 306, 186, 10, 229, 146, 184, 21, 507, 174, 239, 366, 878, 212, 518, 20, 477]",17,"[49, 259, 358, 353, 299, 361, 302, 209, 287, 293, 357, 323, 257, 355, 300, 263, 327]",6,"[326, 328, 270, 356, 359, 360]"
"[(285, 0.736605), (99, 0.72244495), (95, 0.62501186), (306, 0.4538348), (88, 0.45296174), (10, 0.43522707), (186, 0.43287086), (146, 0.4208286), (507, 0.38734135), (229, 0.3827967), (174, 0.38129482), (21, 0.3788353), (184, 0.37524536), (366, 0.31626642), (239, 0.24395758), (878, 0.24291931), (518, 0.23324892), (212, 0.22083743), (477, 0.2081683), (149, 0.20645528)]","[285, 99, 95, 306, 88, 10, 186, 146, 507, 229, 174, 21, 184, 366, 239, 878, 518, 212, 477, 149]",18,"[257, 259, 355, 353, 361, 263, 299, 293, 300, 49, 323, 302, 209, 270, 287, 357, 358, 328]",5,"[326, 327, 356, 359, 360]"
"[(285, 0.68906236), (99, 0.67797023), (95, 0.5802117), (88, 0.43112892), (10, 0.40494606), (186, 0.40399718), (306, 0.4000931), (229, 0.38575122), (146, 0.37300226), (507, 0.35446918), (21, 0.34631318), (174, 0.31322822), (184, 0.30975422), (366, 0.26959097), (239, 0.2405022), (878, 0.21862586), (212, 0.20188333), (149, 0.18346399), (518, 0.17149869), (20, 0.16930121)]","[285, 99, 95, 88, 10, 186, 306, 229, 146, 507, 21, 174, 184, 366, 239, 878, 212, 149, 518, 20]",13,"[323, 360, 209, 357, 328, 287, 361, 327, 359, 263, 326, 270, 356]",10,"[257, 259, 353, 355, 293, 358, 299, 300, 302, 49]"
