user_id,top_20_with_score,top_20,hit_ratio,ndcg
185,"[(49, 0.89814144), (172, 0.78030854), (97, 0.7790019), (356, 0.68695277), (227, 0.64065814), (474, 0.6239422), (134, 0.6093304), (317, 0.609239), (402, 0.5788724), (482, 0.5710656), (431, 0.5629279), (430, 0.52804154), (475, 0.48020858), (417, 0.4670271), (738, 0.4570385), (558, 0.448839), (497, 0.44271064), (82, 0.4237073), (653, 0.4004424), (323, 0.3731056)]","[49, 172, 97, 356, 227, 474, 134, 317, 402, 482, 431, 430, 475, 417, 738, 558, 497, 82, 653, 323]",1,0.5
186,"[(6, 0.7492251), (70, 0.6400445), (182, 0.613917), (461, 0.5522049), (482, 0.53873044), (303, 0.4898566), (316, 0.4725445), (844, 0.43507808), (549, 0.38152775), (506, 0.34685045), (814, 0.31943563), (1046, 0.31495568), (346, 0.31125972), (681, 0.3102415), (333, 0.30859655), (9, 0.29952142), (503, 0.29287702), (44, 0.28716058), (726, 0.25289464), (135, 0.23962115)]","[6, 70, 182, 461, 482, 303, 316, 844, 549, 506, 814, 1046, 346, 681, 333, 9, 503, 44, 726, 135]",1,0.43067655807339306
187,"[(248, 0.50121063), (430, 0.48805174), (366, 0.4821816), (192, 0.45870394), (321, 0.44810644), (122, 0.43587437), (155, 0.429795), (342, 0.40602642), (761, 0.40555555), (32, 0.3855782), (528, 0.38358766), (734, 0.3780484), (689, 0.37572277), (750, 0.35120457), (506, 0.3455485), (454, 0.30850664), (708, 0.3048855), (305, 0.29793832), (662, 0.29472616), (660, 0.26323172)]","[248, 430, 366, 192, 321, 122, 155, 342, 761, 32, 528, 734, 689, 750, 506, 454, 708, 305, 662, 660]",1,0.244650542118226
188,"[(356, 0.6782044), (654, 0.6464184), (228, 0.59426457), (431, 0.55296916), (288, 0.5338455), (761, 0.43609068), (743, 0.42789274), (16, 0.37260216), (1, 0.3720584), (508, 0.3506981), (333, 0.33715117), (557, 0.3231431), (553, 0.31884256), (311, 0.3102893), (416, 0.29688427), (220, 0.26222956), (447, 0.24838132), (75, 0.2437658), (1038, 0.24169984), (759, 0.24162218)]","[356, 654, 228, 431, 288, 761, 743, 16, 1, 508, 333, 557, 553, 311, 416, 220, 447, 75, 1038, 759]",0,0.0
189,"[(201, 0.69015497), (392, 0.56672996), (478, 0.5498305), (431, 0.5452477), (366, 0.5020972), (292, 0.483408), (844, 0.45514458), (32, 0.40627238), (82, 0.39979494), (500, 0.39637074), (683, 0.38796505), (108, 0.3753613), (1010, 0.34284028), (189, 0.33534387), (427, 0.3330882), (746, 0.31922755), (1073, 0.29571497), (84, 0.2702889), (92, 0.25746045), (608, 0.24442627)]","[201, 392, 478, 431, 366, 292, 844, 32, 82, 500, 683, 108, 1010, 189, 427, 746, 1073, 84, 92, 608]",0,0.0
190,"[(194, 0.6741934), (237, 0.6512869), (234, 0.57292944), (174, 0.5683691), (747, 0.54987127), (691, 0.5301364), (865, 0.4899454), (322, 0.48105487), (251, 0.4412903), (497, 0.4307376), (57, 0.42417994), (85, 0.41296515), (595, 0.40941888), (442, 0.39230168), (428, 0.39181763), (1010, 0.3552227), (755, 0.32641566), (91, 0.3126715), (863, 0.30691293), (504, 0.30529085)]","[194, 237, 234, 174, 747, 691, 865, 322, 251, 497, 57, 85, 595, 442, 428, 1010, 755, 91, 863, 504]",1,0.27023815442731974
191,"[(190, 0.7597102), (526, 0.6730214), (217, 0.563626), (306, 0.5516244), (248, 0.5373242), (269, 0.5005624), (677, 0.48145202), (761, 0.4485124), (664, 0.4308354), (1027, 0.4207037), (734, 0.42042986), (500, 0.41788435), (878, 0.41249335), (653, 0.39813945), (481, 0.39748403), (719, 0.36716285), (2, 0.3511848), (9, 0.3398238), (635, 0.332037), (1013, 0.32419497)]","[190, 526, 217, 306, 248, 269, 677, 761, 664, 1027, 734, 500, 878, 653, 481, 719, 2, 9, 635, 1013]",0,0.0
192,"[(190, 0.756756), (495, 0.65075934), (14, 0.633933), (474, 0.6182503), (178, 0.60508674), (602, 0.593484), (8, 0.57782567), (731, 0.57068914), (207, 0.5372236), (187, 0.49858737), (61, 0.49648362), (472, 0.47681636), (677, 0.47555396), (41, 0.43991882), (743, 0.43399635), (734, 0.41423628), (505, 0.3676897), (427, 0.34865946), (708, 0.34060073), (1133, 0.30444923)]","[190, 495, 14, 474, 178, 602, 8, 731, 207, 187, 61, 472, 677, 41, 743, 734, 505, 427, 708, 1133]",0,0.0
193,"[(865, 0.5241204), (677, 0.50774413), (844, 0.50378317), (446, 0.49095544), (651, 0.45855975), (925, 0.42273772), (590, 0.41170314), (291, 0.38326576), (553, 0.36062297), (44, 0.3561516), (67, 0.31328705), (805, 0.2866628), (657, 0.28532282), (415, 0.27848077), (395, 0.27695483), (406, 0.27051866), (345, 0.26703492), (921, 0.26407382), (876, 0.25817028), (671, 0.2566387)]","[865, 677, 844, 446, 651, 925, 590, 291, 553, 44, 67, 805, 657, 415, 395, 406, 345, 921, 876, 671]",0,0.0
194,"[(55, 0.81197184), (160, 0.70156217), (422, 0.6844346), (526, 0.6655095), (193, 0.6425281), (182, 0.63133895), (10, 0.6075732), (196, 0.58086246), (8, 0.57347214), (247, 0.518863), (707, 0.49352127), (202, 0.48518422), (472, 0.46991506), (30, 0.4510862), (446, 0.44971433), (659, 0.44794562), (558, 0.43336892), (497, 0.4272881), (528, 0.41294202), (420, 0.37129527)]","[55, 160, 422, 526, 193, 182, 10, 196, 8, 247, 707, 202, 472, 30, 446, 659, 558, 497, 528, 420]",1,0.227670248696953
195,"[(63, 0.704961), (87, 0.650183), (327, 0.62970763), (229, 0.604092), (273, 0.5767701), (507, 0.5700558), (27, 0.5656089), (184, 0.536927), (288, 0.51556623), (430, 0.4974312), (226, 0.45893458), (472, 0.44957244), (450, 0.4296657), (251, 0.417773), (71, 0.3913181), (481, 0.36426172), (183, 0.35390022), (479, 0.35349318), (2, 0.31846115), (411, 0.3060067)]","[63, 87, 327, 229, 273, 507, 27, 184, 288, 430, 226, 472, 450, 251, 71, 481, 183, 479, 2, 411]",0,0.0
196,"[(203, 0.7842675), (404, 0.75609267), (215, 0.67813975), (654, 0.64952433), (275, 0.642533), (178, 0.6044709), (281, 0.5932418), (184, 0.55803466), (7, 0.5362819), (22, 0.49760285), (123, 0.49744463), (426, 0.48816592), (481, 0.38912115), (53, 0.3514124), (130, 0.3481979), (684, 0.3218525), (968, 0.3188047), (698, 0.30909526), (469, 0.30133057), (72, 0.29737964)]","[203, 404, 215, 654, 275, 178, 281, 184, 7, 22, 123, 426, 481, 53, 130, 684, 968, 698, 469, 72]",0,0.0
197,"[(327, 0.6345348), (288, 0.519803), (123, 0.47635046), (212, 0.41035488), (238, 0.4037247), (528, 0.39595842), (169, 0.38348603), (506, 0.35846043), (379, 0.3067975), (755, 0.30649853), (553, 0.30176452), (448, 0.25677785), (723, 0.24914919), (805, 0.23543073), (769, 0.22985807), (100, 0.22954135), (75, 0.229355), (987, 0.22447799), (164, 0.22266845), (364, 0.21704584)]","[327, 288, 123, 212, 238, 528, 169, 506, 379, 755, 553, 448, 723, 805, 769, 100, 75, 987, 164, 364]",1,0.244650542118226
198,"[(120, 0.77275395), (110, 0.5717792), (174, 0.5569828), (587, 0.55123574), (581, 0.5501685), (217, 0.5450371), (3, 0.493523), (475, 0.45326146), (522, 0.4468365), (446, 0.43810698), (204, 0.43784234), (121, 0.42040634), (176, 0.40978527), (664, 0.4064593), (85, 0.39823452), (128, 0.39821285), (595, 0.3947297), (683, 0.38534862), (140, 0.3724164), (149, 0.365562)]","[120, 110, 174, 587, 581, 217, 3, 475, 522, 446, 204, 121, 176, 664, 85, 128, 595, 683, 140, 149]",1,0.6309297535714574
199,"[(152, 0.6865341), (272, 0.5285207), (292, 0.5075493), (251, 0.4556237), (283, 0.4519398), (519, 0.44559294), (762, 0.44504213), (743, 0.44492117), (85, 0.42708182), (323, 0.3754674), (189, 0.3620369), (411, 0.3426965), (968, 0.33168602), (385, 0.30644244), (304, 0.2933785), (780, 0.2879585), (1040, 0.28273907), (632, 0.2807709), (657, 0.26322323), (447, 0.26271543)]","[152, 272, 292, 251, 283, 519, 762, 743, 85, 323, 189, 411, 968, 385, 304, 780, 1040, 632, 657, 447]",0,0.0
200,"[(418, 0.68475676), (244, 0.6634958), (271, 0.6463213), (865, 0.5791313), (300, 0.55422103), (761, 0.54012793), (497, 0.5335261), (71, 0.5212235), (108, 0.49902356), (477, 0.486738), (263, 0.468082), (51, 0.44542837), (968, 0.43778378), (1011, 0.427114), (43, 0.42643303), (529, 0.42202356), (385, 0.41398892), (84, 0.4009414), (723, 0.38508016), (938, 0.37755355)]","[418, 244, 271, 865, 300, 761, 497, 71, 108, 477, 263, 51, 968, 1011, 43, 529, 385, 84, 723, 938]",1,0.5
201,"[(150, 0.7617163), (190, 0.74397135), (11, 0.7013997), (152, 0.66327333), (68, 0.66154486), (146, 0.5972878), (273, 0.57908994), (281, 0.5772993), (94, 0.573683), (27, 0.567944), (392, 0.56054986), (163, 0.53138584), (401, 0.47434977), (627, 0.46133354), (226, 0.4591856), (446, 0.4297854), (238, 0.40122733), (464, 0.40078437), (128, 0.39012295), (683, 0.37701255)]","[150, 190, 11, 152, 68, 146, 273, 281, 94, 27, 392, 163, 401, 627, 226, 446, 238, 464, 128, 683]",1,0.6309297535714574
202,"[(55, 0.7994313), (233, 0.7122172), (526, 0.6474421), (8, 0.5521627), (581, 0.53592414), (514, 0.5271452), (258, 0.47963586), (483, 0.40626696), (98, 0.38768238), (689, 0.37628186), (481, 0.35462657), (280, 0.35206908), (52, 0.33526057), (839, 0.33347097), (339, 0.33195493), (241, 0.32365474), (346, 0.31053784), (692, 0.30043712), (755, 0.29509422), (635, 0.29155293)]","[55, 233, 526, 8, 581, 514, 258, 483, 98, 689, 481, 280, 52, 839, 339, 241, 346, 692, 755, 635]",0,0.0
203,"[(233, 0.7219153), (264, 0.676365), (526, 0.6582757), (175, 0.629867), (273, 0.583499), (254, 0.5652517), (430, 0.5060377), (154, 0.50310725), (142, 0.4815368), (168, 0.46468124), (46, 0.45673814), (475, 0.45482743), (30, 0.44102836), (204, 0.43939778), (23, 0.4306879), (71, 0.40117574), (549, 0.39974505), (506, 0.36596146), (1015, 0.35990024), (1010, 0.34168643)]","[233, 264, 526, 175, 273, 254, 430, 154, 142, 168, 46, 475, 30, 204, 23, 71, 549, 506, 1015, 1010]",0,0.0
204,"[(116, 0.7869257), (190, 0.76106405), (178, 0.610699), (131, 0.60542667), (240, 0.55447286), (7, 0.54473156), (650, 0.5383337), (154, 0.52492964), (230, 0.51622415), (132, 0.5158889), (269, 0.50252527), (192, 0.5016199), (122, 0.48120975), (558, 0.44820535), (216, 0.42212346), (689, 0.41992697), (357, 0.41659415), (442, 0.40334788), (149, 0.39206952), (1015, 0.3852144)]","[116, 190, 178, 131, 240, 7, 650, 154, 230, 132, 269, 192, 122, 558, 216, 689, 357, 442, 149, 1015]",0,0.0
205,"[(120, 0.7926714), (195, 0.7499818), (301, 0.6886439), (473, 0.59360856), (217, 0.5747788), (510, 0.5699343), (306, 0.56284606), (22, 0.51944506), (187, 0.51902515), (292, 0.51767397), (204, 0.47984797), (450, 0.47970116), (738, 0.472633), (464, 0.45246565), (925, 0.41215995), (222, 0.3986026), (675, 0.3731712), (381, 0.35485193), (698, 0.33583614), (1133, 0.32867408)]","[120, 195, 301, 473, 217, 510, 306, 22, 187, 292, 204, 450, 738, 464, 925, 222, 675, 381, 698, 1133]",1,0.5
206,"[(256, 0.7289227), (301, 0.6878316), (274, 0.61641794), (234, 0.5892652), (303, 0.53899807), (123, 0.5170576), (320, 0.49237046), (522, 0.48538798), (71, 0.43955982), (549, 0.43809235), (839, 0.3921362), (282, 0.38563702), (62, 0.38386768), (704, 0.3833902), (454, 0.36668703), (411, 0.35378706), (84, 0.30434084), (780, 0.29808095), (92, 0.2905397), (492, 0.27398974)]","[256, 301, 274, 234, 303, 123, 320, 522, 71, 549, 839, 282, 62, 704, 454, 411, 84, 780, 92, 492]",1,0.6309297535714574
207,"[(256, 0.710415), (495, 0.64300466), (327, 0.6398668), (117, 0.6109164), (178, 0.5969459), (402, 0.5646387), (587, 0.5565795), (747, 0.54224795), (306, 0.5373023), (258, 0.50222504), (142, 0.48579726), (202, 0.4792801), (320, 0.4600305), (844, 0.45820755), (450, 0.44399875), (121, 0.42611283), (238, 0.41505712), (57, 0.4149922), (528, 0.40722165), (85, 0.40384984)]","[256, 495, 327, 117, 178, 402, 587, 747, 306, 258, 142, 202, 320, 844, 450, 121, 238, 57, 528, 85]",1,0.227670248696953
208,"[(120, 0.76954603), (221, 0.7623881), (97, 0.7616812), (78, 0.7047514), (69, 0.61208236), (146, 0.5959663), (650, 0.510432), (153, 0.5034046), (202, 0.4687456), (472, 0.45353794), (122, 0.4498462), (30, 0.43482706), (169, 0.3845781), (222, 0.35007688), (18, 0.33587384), (508, 0.33387068), (291, 0.32384682), (224, 0.3181806), (305, 0.31099594), (662, 0.30770466)]","[120, 221, 97, 78, 69, 146, 650, 153, 202, 472, 122, 30, 169, 222, 18, 508, 291, 224, 305, 662]",0,0.0
209,"[(596, 0.58839303), (471, 0.4564603), (844, 0.45546216), (28, 0.44164905), (558, 0.42486593), (147, 0.42326793), (128, 0.4011672), (16, 0.36310905), (508, 0.34145933), (232, 0.33612546), (291, 0.33132103), (294, 0.32176968), (660, 0.28218699), (726, 0.27024382), (304, 0.2698824), (1040, 0.25978184), (714, 0.24927369), (104, 0.24541156), (26, 0.24021389), (415, 0.2351834)]","[596, 471, 844, 28, 558, 147, 128, 16, 508, 232, 291, 294, 660, 726, 304, 1040, 714, 104, 26, 415]",1,0.23540891336663824
210,"[(99, 0.83681214), (126, 0.75053096), (6, 0.7431825), (69, 0.600114), (178, 0.5751312), (273, 0.56540364), (7, 0.49958193), (207, 0.4990998), (248, 0.49369404), (47, 0.4354081), (93, 0.42876083), (23, 0.40349168), (121, 0.39491913), (297, 0.39292505), (13, 0.37019485), (108, 0.3461042), (925, 0.34256905), (130, 0.3073002), (927, 0.3006681), (211, 0.2858004)]","[99, 126, 6, 69, 178, 273, 7, 207, 248, 47, 93, 23, 121, 297, 13, 108, 925, 130, 927, 211]",1,0.6309297535714574
211,"[(287, 0.7586867), (404, 0.7469482), (195, 0.7281716), (146, 0.60130113), (244, 0.57607806), (510, 0.5401365), (248, 0.51644564), (210, 0.48614043), (401, 0.48252198), (321, 0.4665639), (432, 0.45138255), (450, 0.4379579), (738, 0.4296747), (761, 0.42360553), (197, 0.3846011), (284, 0.37587908), (140, 0.37212768), (1015, 0.35803413), (339, 0.34960732), (484, 0.34675935)]","[287, 404, 195, 146, 244, 510, 248, 210, 401, 321, 432, 450, 738, 761, 197, 284, 140, 1015, 339, 484]",1,0.3562071871080222
212,"[(526, 0.6335817), (87, 0.6316876), (175, 0.604354), (410, 0.4817057), (297, 0.3761876), (98, 0.3624318), (259, 0.35433), (284, 0.33274716), (2, 0.2864227), (218, 0.2648118), (242, 0.25457048), (64, 0.25325948), (162, 0.25178406), (84, 0.23234768), (726, 0.23205894), (104, 0.20972699), (825, 0.2097237), (415, 0.20059077), (496, 0.19150396), (1066, 0.18299077)]","[526, 87, 175, 410, 297, 98, 259, 284, 2, 218, 242, 64, 162, 84, 726, 104, 825, 415, 496, 1066]",1,0.5
213,"[(221, 0.7594773), (410, 0.5096092), (430, 0.49304417), (272, 0.48981747), (366, 0.48717117), (320, 0.4405012), (464, 0.39559582), (518, 0.38540316), (420, 0.34563375), (590, 0.34371802), (291, 0.3151695), (346, 0.31470066), (294, 0.3058708), (411, 0.30125415), (509, 0.28527346), (191, 0.28294712), (749, 0.2826278), (469, 0.27442208), (58, 0.26704583), (641, 0.26500306)]","[221, 410, 430, 272, 366, 320, 464, 518, 420, 590, 291, 346, 294, 411, 509, 191, 749, 469, 58, 641]",0,0.0
214,"[(120, 0.7425084), (332, 0.6176675), (596, 0.53873736), (410, 0.45900387), (192, 0.41200694), (475, 0.3886184), (446, 0.37349805), (565, 0.36026093), (90, 0.33560967), (518, 0.33318114), (734, 0.330752), (183, 0.29877928), (1015, 0.29487446), (590, 0.29411733), (302, 0.29403955), (222, 0.29166436), (1046, 0.2709615), (66, 0.26410976), (381, 0.25345704), (242, 0.23620622)]","[120, 332, 596, 410, 192, 475, 446, 565, 90, 518, 734, 183, 1015, 590, 302, 222, 1046, 66, 381, 242]",0,0.0
215,"[(215, 0.66546756), (134, 0.5891024), (431, 0.5394514), (216, 0.39141065), (595, 0.3899364), (16, 0.35498717), (302, 0.3523803), (52, 0.34829003), (305, 0.31070435), (709, 0.3015726), (575, 0.30131418), (501, 0.2952127), (191, 0.29083368), (242, 0.28774935), (385, 0.2752224), (485, 0.26979154), (780, 0.25792125), (608, 0.23821954), (457, 0.23403615), (276, 0.2190739)]","[215, 134, 431, 216, 595, 16, 302, 52, 305, 709, 575, 501, 191, 242, 385, 485, 780, 608, 457, 276]",1,1.0
216,"[(70, 0.65851563), (24, 0.64523405), (587, 0.5622724), (136, 0.52300155), (401, 0.49592835), (168, 0.4769988), (85, 0.41166937), (357, 0.40414327), (115, 0.36951172), (222, 0.3687733), (213, 0.3664906), (484, 0.36091328), (323, 0.35945424), (291, 0.34187934), (708, 0.3359813), (314, 0.33106712), (9, 0.32905895), (662, 0.32527065), (381, 0.3251009), (516, 0.30926493)]","[70, 24, 587, 136, 401, 168, 85, 357, 115, 222, 213, 484, 323, 291, 708, 314, 9, 662, 381, 516]",0,0.0
217,"[(233, 0.73729503), (63, 0.72644), (332, 0.6743537), (327, 0.653976), (81, 0.6344745), (10, 0.61840224), (178, 0.6117163), (596, 0.60593843), (402, 0.57975954), (184, 0.5655192), (470, 0.56006587), (202, 0.5006933), (169, 0.4180907), (1015, 0.3884045), (508, 0.36845556), (814, 0.36619636), (490, 0.34494117), (9, 0.34484413), (509, 0.3259285), (162, 0.3169478)]","[233, 63, 332, 327, 81, 10, 178, 596, 402, 184, 470, 202, 169, 1015, 508, 814, 490, 9, 509, 162]",1,0.27023815442731974
218,"[(0, 0.8291288), (203, 0.777971), (95, 0.75832605), (63, 0.71287787), (312, 0.6736802), (332, 0.65941995), (474, 0.6089076), (281, 0.5843251), (94, 0.5807252), (27, 0.57501084), (402, 0.56329703), (248, 0.5204332), (210, 0.49064875), (226, 0.47240058), (446, 0.44284704), (54, 0.4414094), (761, 0.42858455), (558, 0.42655766), (249, 0.41603032), (98, 0.4098698)]","[0, 203, 95, 63, 312, 332, 474, 281, 94, 27, 402, 248, 210, 226, 446, 54, 761, 558, 249, 98]",0,0.0
219,"[(195, 0.7274333), (545, 0.6516492), (124, 0.64023435), (865, 0.47347587), (297, 0.41630006), (183, 0.36048692), (505, 0.346889), (484, 0.34493756), (508, 0.33637807), (232, 0.33108371), (824, 0.3224958), (379, 0.31027678), (503, 0.30697852), (684, 0.3046107), (575, 0.30397648), (218, 0.30143997), (509, 0.29581922), (191, 0.2934422), (156, 0.2929495), (1073, 0.2913007)]","[195, 545, 124, 865, 297, 183, 505, 484, 508, 232, 824, 379, 503, 684, 575, 218, 509, 191, 156, 1073]",1,0.3868528072345416
220,"[(293, 0.8146349), (87, 0.67401), (268, 0.58382857), (184, 0.5657487), (410, 0.54551095), (248, 0.54154164), (208, 0.514348), (677, 0.48578048), (659, 0.46623588), (176, 0.43927196), (13, 0.42525953), (325, 0.42073956), (213, 0.38291284), (339, 0.38033575), (282, 0.3749491), (333, 0.35461256), (324, 0.34538218), (662, 0.34098142), (377, 0.30924508), (380, 0.30897114)]","[293, 87, 268, 184, 410, 248, 208, 677, 659, 176, 13, 325, 213, 339, 282, 333, 324, 662, 377, 380]",0,0.0
221,"[(510, 0.6345961), (316, 0.5933549), (865, 0.58189124), (82, 0.52128845), (284, 0.50428516), (115, 0.48632458), (1046, 0.46514225), (326, 0.44710493), (289, 0.41249844), (726, 0.39913782), (457, 0.36370218), (759, 0.3558099), (354, 0.3270369), (429, 0.32525802), (512, 0.3059587), (628, 0.2945078), (502, 0.29222038), (983, 0.2506935), (958, 0.24897496), (265, 0.24194163)]","[510, 316, 865, 82, 284, 115, 1046, 326, 289, 726, 457, 759, 354, 429, 512, 628, 502, 983, 958, 265]",0,0.0
222,"[(11, 0.7058468), (194, 0.6658729), (182, 0.6245369), (196, 0.5737579), (268, 0.56532747), (384, 0.5601425), (731, 0.5585487), (272, 0.50268835), (154, 0.5023148), (202, 0.47244155), (23, 0.42814985), (497, 0.4148407), (85, 0.39726642), (357, 0.38982913), (481, 0.37206838), (80, 0.36102882), (222, 0.35375467), (695, 0.29824573), (311, 0.297883), (304, 0.26638815)]","[11, 194, 182, 196, 268, 384, 731, 272, 154, 202, 23, 497, 85, 357, 481, 80, 222, 695, 311, 304]",1,0.30102999566398114
223,"[(741, 0.70972526), (194, 0.6824219), (193, 0.6530756), (81, 0.63460964), (117, 0.62563246), (228, 0.6049719), (602, 0.60031945), (267, 0.5915576), (254, 0.5844483), (271, 0.5770438), (482, 0.57209975), (410, 0.5454239), (303, 0.5304284), (269, 0.5048096), (245, 0.49312776), (417, 0.47067264), (71, 0.4298491), (518, 0.42880538), (13, 0.42615986), (500, 0.42379233)]","[741, 194, 193, 81, 117, 228, 602, 267, 254, 271, 482, 410, 303, 269, 245, 417, 71, 518, 13, 500]",0,0.0
224,"[(257, 0.8267226), (293, 0.7955522), (221, 0.758897), (143, 0.5801372), (567, 0.5715426), (507, 0.56633735), (3, 0.47880468), (677, 0.44148448), (342, 0.4091506), (409, 0.40399262), (297, 0.40322936), (249, 0.39630303), (528, 0.38665158), (85, 0.3833399), (689, 0.37903416), (282, 0.32947397), (681, 0.31202927), (684, 0.29229486), (218, 0.289199), (72, 0.26917735)]","[257, 293, 221, 143, 567, 507, 3, 677, 342, 409, 297, 249, 528, 85, 689, 282, 681, 684, 218, 72]",0,0.0
225,"[(221, 0.75190616), (78, 0.69275165), (281, 0.5613012), (248, 0.49105924), (3, 0.46546006), (122, 0.42591634), (471, 0.4248166), (342, 0.39627135), (249, 0.38356563), (664, 0.37855586), (331, 0.37030867), (82, 0.36869183), (177, 0.326231), (719, 0.31435412), (661, 0.30490163), (501, 0.27394676), (726, 0.24357681), (164, 0.20571052), (1043, 0.20501153), (948, 0.18935056)]","[221, 78, 281, 248, 3, 122, 471, 342, 249, 664, 331, 82, 177, 719, 661, 501, 726, 164, 1043, 948]",1,0.30102999566398114
226,"[(195, 0.734737), (171, 0.7193748), (87, 0.66362536), (228, 0.59379846), (567, 0.58975476), (196, 0.5807888), (731, 0.56624293), (691, 0.5272682), (230, 0.5034952), (199, 0.49556616), (321, 0.47867423), (432, 0.4634412), (442, 0.38905373), (52, 0.3651674), (675, 0.34067106), (454, 0.33777046), (692, 0.32877392), (411, 0.32536513), (379, 0.32346755), (211, 0.32097623)]","[195, 171, 87, 228, 567, 196, 731, 691, 230, 199, 321, 432, 442, 52, 675, 454, 692, 411, 379, 211]",1,0.2789429456511298
227,"[(126, 0.75299734), (195, 0.7163126), (171, 0.7003187), (545, 0.6389711), (473, 0.5490308), (8, 0.5481404), (184, 0.52568215), (431, 0.5239911), (22, 0.4595006), (401, 0.45944372), (865, 0.4522848), (239, 0.4171339), (483, 0.40134567), (497, 0.393239), (249, 0.38886306), (651, 0.3820121), (259, 0.3746789), (325, 0.36848804), (108, 0.34901643), (140, 0.34888467)]","[126, 195, 171, 545, 473, 8, 184, 431, 22, 401, 865, 239, 483, 497, 249, 651, 259, 325, 108, 140]",0,0.0
228,"[(285, 0.79980797), (229, 0.6053061), (507, 0.5713001), (731, 0.55279475), (270, 0.530378), (316, 0.48516816), (12, 0.46726584), (168, 0.458734), (432, 0.44730368), (522, 0.44248736), (743, 0.41147172), (57, 0.4050769), (90, 0.39683017), (1027, 0.3922948), (197, 0.38065025), (527, 0.37896585), (177, 0.35022455), (839, 0.3470878), (62, 0.33854365), (719, 0.3379123)]","[285, 229, 507, 731, 270, 316, 12, 168, 432, 522, 743, 57, 90, 1027, 197, 527, 177, 839, 62, 719]",1,1.0
229,"[(99, 0.8454787), (190, 0.74682283), (256, 0.70643085), (691, 0.5157571), (272, 0.5007568), (12, 0.468721), (322, 0.4628958), (472, 0.4553005), (23, 0.4262592), (251, 0.42340764), (664, 0.40362337), (477, 0.35412887), (681, 0.32401824), (333, 0.32233435), (485, 0.27158216), (448, 0.25922137), (492, 0.23762381), (277, 0.23316327), (395, 0.22915286), (1043, 0.2241399)]","[99, 190, 256, 691, 272, 12, 322, 472, 23, 251, 664, 477, 681, 333, 485, 448, 492, 277, 395, 1043]",1,1.0
230,"[(233, 0.7120643), (78, 0.6995348), (87, 0.6454089), (124, 0.6301732), (175, 0.6184786), (214, 0.4404626), (472, 0.43953323), (844, 0.43377006), (522, 0.42824653), (659, 0.4178645), (565, 0.40690932), (342, 0.40601683), (212, 0.397821), (500, 0.37537068), (878, 0.36971402), (197, 0.36589462), (506, 0.34554067), (323, 0.327249), (232, 0.3151302), (454, 0.30849928)]","[233, 78, 87, 124, 175, 214, 472, 844, 522, 659, 565, 342, 212, 500, 878, 197, 506, 323, 232, 454]",0,0.0
231,"[(116, 0.76851404), (404, 0.74095625), (256, 0.70021945), (11, 0.69830257), (567, 0.57397044), (110, 0.5646785), (384, 0.54906857), (207, 0.5105481), (142, 0.46542934), (464, 0.3949339), (339, 0.33559018), (232, 0.31919414), (294, 0.30522892), (635, 0.294941), (38, 0.287156), (311, 0.28567937), (1133, 0.27468303), (380, 0.26897702), (304, 0.25500616), (520, 0.23392084)]","[116, 404, 256, 11, 567, 110, 384, 207, 142, 464, 339, 232, 294, 635, 38, 311, 1133, 380, 304, 520]",1,1.0
232,"[(0, 0.82796144), (209, 0.7340323), (741, 0.6938154), (152, 0.6678675), (182, 0.6243761), (244, 0.5770369), (268, 0.565159), (230, 0.4963248), (155, 0.4532409), (251, 0.43108213), (565, 0.43005818), (325, 0.39630648), (149, 0.37052423), (484, 0.35188943), (709, 0.31075686), (86, 0.30767757), (672, 0.30319998), (749, 0.29950088), (58, 0.28335607), (658, 0.28250247)]","[0, 209, 741, 152, 182, 244, 268, 230, 155, 251, 565, 325, 149, 484, 709, 86, 672, 749, 58, 658]",1,0.33333333333333337
233,"[(120, 0.86393994), (404, 0.84739286), (741, 0.8114675), (154, 0.6639188), (401, 0.6497096), (300, 0.6203434), (28, 0.6176629), (651, 0.5921203), (1027, 0.58637416), (925, 0.56468195), (839, 0.55130184), (323, 0.5472238), (719, 0.54380727), (346, 0.53309226), (2, 0.53176767), (824, 0.53019816), (324, 0.5234944), (709, 0.51540965), (695, 0.50916463), (144, 0.4747165)]","[120, 404, 741, 154, 401, 300, 28, 651, 1027, 925, 839, 323, 719, 346, 2, 824, 324, 709, 695, 144]",1,0.3562071871080222
234,"[(150, 0.76657605), (185, 0.6733873), (401, 0.48773834), (61, 0.48472112), (226, 0.4732027), (321, 0.47243667), (54, 0.44220307), (297, 0.4238455), (762, 0.42132628), (743, 0.4212069), (222, 0.36038005), (719, 0.34773636), (681, 0.33223605), (51, 0.3167956), (503, 0.3142013), (830, 0.29298678), (548, 0.2901925), (632, 0.2600374), (618, 0.25891602), (769, 0.23883615)]","[150, 185, 401, 61, 226, 321, 54, 297, 762, 743, 222, 719, 681, 51, 503, 830, 548, 632, 618, 769]",1,0.2559580248098155
