user_id_hasCF,true_shift_rank,top20_index,top20_with_score
276,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
278,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
279,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
280,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
281,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
282,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
283,25,"[87, 69, 426, 37, 110, 179, 108, 64, 200, 622, 377, 627, 224, 409, 394, 270, 927, 950, 870, 656]","[(87, 0.8714047), (69, 0.7724628), (426, 0.759907), (37, 0.7491982), (110, 0.6717542), (179, 0.6408429), (108, 0.57225156), (64, 0.54768825), (200, 0.46329868), (622, 0.46236536), (377, 0.43373528), (627, 0.41490093), (224, 0.4034569), (409, 0.39680737), (394, 0.35619766), (270, 0.34724838), (927, 0.32825404), (950, 0.31339067), (870, 0.2953978), (656, 0.27906278)]"
284,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
288,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
291,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
292,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
295,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
298,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
299,25,"[314, 325, 326, 293, 322, 69, 7, 215, 172, 297, 872, 844, 18, 407, 460, 88, 753, 47, 366, 41]","[(314, 0.73758376), (325, 0.7192811), (326, 0.7123108), (293, 0.70084786), (322, 0.6810609), (69, 0.61638033), (7, 0.5928914), (215, 0.55255544), (172, 0.5005167), (297, 0.49918577), (872, 0.3992564), (844, 0.39187214), (18, 0.3532086), (407, 0.3386502), (460, 0.3326856), (88, 0.3272273), (753, 0.30919552), (47, 0.292462), (366, 0.20120855), (41, 0.18299288)]"
