movie_id,title,release_date,genres,train_id
401,"Brady Bunch Movie, The (1995)",01-Jan-1995,Comedy,400
402,Ghost (1990),01-Jan-1990,Comedy|Romance|Thriller,401
403,Batman (1989),01-Jan-1989,Action|Adventure|Crime|Drama,402
404,Pinocchio (1940),01-Jan-1940,Animation|Children's,403
405,Mission: Impossible (1996),22-May-1996,Action|Adventure|Mystery,404
406,Thinner (1996),25-Oct-1996,Horror|Thriller,405
407,Spy Hard (1996),24-May-1996,Comedy,406
408,"Close Shave, A (1995)",28-Apr-1996,Animation|Comedy|Thriller,407
409,Jack (1996),07-Aug-1996,Comedy|Drama,408
410,Kingpin (1996),12-Jul-1996,Comedy,409
411,"Nutty Professor, The (1996)",28-Jun-1996,Comedy|Fantasy|Romance|Sci-Fi,410
412,"Very Brady Sequel, A (1996)",23-Aug-1996,Comedy,411
413,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-1996,Horror,412
414,My Favorite Year (1982),01-Jan-1982,Comedy,413
415,"Apple Dumpling Gang, The (1975)",01-Jan-1975,Children's|Comedy|Western,414
416,Old Yeller (1957),01-Jan-1957,Children's|Drama,415
417,"Parent Trap, The (1961)",01-Jan-1961,Children's|Drama,416
418,Cinderella (1950),01-Jan-1950,Animation|Children's|Musical,417
419,Mary Poppins (1964),01-Jan-1964,Children's|Comedy|Musical,418
420,Alice in Wonderland (1951),01-Jan-1951,Animation|Children's|Musical,419
421,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,Drama|Romance,420
422,Aladdin and the King of Thieves (1996),01-Jan-1996,Animation|Children's|Comedy,421
423,E.T. the Extra-Terrestrial (1982),01-Jan-1982,Children's|Drama|Fantasy|Sci-Fi,422
424,Children of the Corn: The Gathering (1996),01-Jan-1996,Horror,423
425,Bob Roberts (1992),01-Jan-1992,Comedy,424
426,"Transformers: The Movie, The (1986)",01-Jan-1986,Action|Animation|Children's|Sci-Fi|Thriller|War,425
427,To Kill a Mockingbird (1962),01-Jan-1962,Drama,426
428,Harold and Maude (1971),01-Jan-1971,Comedy,427
429,"Day the Earth Stood Still, The (1951)",01-Jan-1951,Drama|Sci-Fi,428
430,Duck Soup (1933),01-Jan-1933,Comedy|War,429
431,Highlander (1986),01-Jan-1986,Action|Adventure,430
432,Fantasia (1940),01-Jan-1940,Animation|Children's|Musical,431
433,Heathers (1989),01-Jan-1989,Comedy,432
434,Forbidden Planet (1956),01-Jan-1956,Sci-Fi,433
435,Butch Cassidy and the Sundance Kid (1969),01-Jan-1969,Action|Comedy|Western,434
436,"American Werewolf in London, An (1981)",01-Jan-1981,Horror,435
437,Amityville 1992: It's About Time (1992),01-Jan-1992,Horror,436
438,Amityville 3-D (1983),01-Jan-1983,Horror,437
439,Amityville: A New Generation (1993),01-Jan-1993,Horror,438
440,Amityville II: The Possession (1982),01-Jan-1982,Horror,439
441,"Amityville Horror, The (1979)",01-Jan-1979,Horror,440
442,"Amityville Curse, The (1990)",01-Jan-1990,Horror,441
443,"Birds, The (1963)",01-Jan-1963,Horror,442
444,"Blob, The (1958)",01-Jan-1958,Horror|Sci-Fi,443
445,"Body Snatcher, The (1945)",01-Jan-1945,Horror,444
446,Burnt Offerings (1976),01-Jan-1976,Horror,445
447,Carrie (1976),01-Jan-1976,Horror,446
448,"Omen, The (1976)",01-Jan-1976,Horror,447
449,Star Trek: The Motion Picture (1979),01-Jan-1979,Action|Adventure|Sci-Fi,448
450,Star Trek V: The Final Frontier (1989),01-Jan-1989,Action|Adventure|Sci-Fi,449
451,Grease (1978),01-Jan-1978,Comedy|Musical|Romance,450
452,Jaws 2 (1978),01-Jan-1978,Action|Horror,451
453,Jaws 3-D (1983),01-Jan-1983,Action|Horror,452
454,Bastard Out of Carolina (1996),15-Dec-1996,Drama,453
455,Jackie Chan's First Strike (1996),10-Jan-1997,Action,454
456,Beverly Hills Ninja (1997),17-Jan-1997,Action|Comedy,455
457,Free Willy 3: The Rescue (1997),08-Aug-1997,Adventure|Children's|Drama,456
458,Nixon (1995),01-Jan-1995,Drama,457
459,"Cry, the Beloved Country (1995)",01-Jan-1995,Drama,458
460,"Crossing Guard, The (1995)",01-Jan-1995,Drama,459
461,Smoke (1995),01-Jan-1995,Drama,460
462,Like Water For Chocolate (Como agua para chocolate) (1992),01-Jan-1992,Drama|Romance,461
463,"Secret of Roan Inish, The (1994)",01-Jan-1994,Adventure,462
464,Vanya on 42nd Street (1994),01-Jan-1994,Drama,463
465,"Jungle Book, The (1994)",01-Jan-1994,Adventure|Children's|Romance,464
466,Red Rock West (1992),01-Jan-1992,Thriller,465
467,"Bronx Tale, A (1993)",01-Jan-1993,Drama,466
468,Rudy (1993),01-Jan-1993,Drama,467
469,Short Cuts (1993),01-Jan-1993,Drama,468
470,Tombstone (1993),01-Jan-1993,Western,469
471,Courage Under Fire (1996),08-Mar-1996,Drama|War,470
472,Dragonheart (1996),31-May-1996,Action|Adventure|Fantasy,471
473,James and the Giant Peach (1996),12-Apr-1996,Animation|Children's|Musical,472
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01-Jan-1963,Sci-Fi|War,473
475,Trainspotting (1996),19-Jul-1996,Drama,474
476,"First Wives Club, The (1996)",14-Sep-1996,Comedy,475
477,Matilda (1996),02-Aug-1996,Children's|Comedy,476
478,"Philadelphia Story, The (1940)",01-Jan-1940,Comedy|Romance,477
479,Vertigo (1958),01-Jan-1958,Mystery|Thriller,478
480,North by Northwest (1959),01-Jan-1959,Comedy|Thriller,479
481,"Apartment, The (1960)",01-Jan-1960,Comedy|Drama,480
482,Some Like It Hot (1959),01-Jan-1959,Comedy|Crime,481
483,Casablanca (1942),01-Jan-1942,Drama|Romance|War,482
484,"Maltese Falcon, The (1941)",01-Jan-1941,Film-Noir|Mystery,483
485,My Fair Lady (1964),01-Jan-1964,Musical|Romance,484
486,Sabrina (1954),01-Jan-1954,Comedy|Romance,485
487,Roman Holiday (1953),01-Jan-1953,Comedy|Romance,486
488,Sunset Blvd. (1950),01-Jan-1950,Film-Noir,487
489,Notorious (1946),01-Jan-1946,Film-Noir|Romance|Thriller,488
490,To Catch a Thief (1955),01-Jan-1955,Comedy|Romance|Thriller,489
491,"Adventures of Robin Hood, The (1938)",01-Jan-1938,Action|Adventure,490
492,East of Eden (1955),01-Jan-1955,Drama,491
493,"Thin Man, The (1934)",01-Jan-1934,Mystery,492
494,His Girl Friday (1940),01-Jan-1940,Comedy,493
495,Around the World in 80 Days (1956),01-Jan-1956,Adventure|Comedy,494
496,It's a Wonderful Life (1946),01-Jan-1946,Drama,495
497,Bringing Up Baby (1938),01-Jan-1938,Comedy,496
498,"African Queen, The (1951)",01-Jan-1951,Action|Adventure|Romance|War,497
499,Cat on a Hot Tin Roof (1958),01-Jan-1958,Drama,498
500,Fly Away Home (1996),13-Sep-1996,Adventure|Children's,499
501,Dumbo (1941),01-Jan-1941,Animation|Children's|Musical,500
502,Bananas (1971),01-Jan-1971,Comedy|War,501
503,"Candidate, The (1972)",01-Jan-1972,Drama,502
504,Bonnie and Clyde (1967),01-Jan-1967,Crime|Drama,503
505,Dial M for Murder (1954),01-Jan-1954,Mystery|Thriller,504
506,Rebel Without a Cause (1955),01-Jan-1955,Drama,505
507,"Streetcar Named Desire, A (1951)",01-Jan-1951,Drama,506
508,"People vs. Larry Flynt, The (1996)",27-Dec-1996,Drama,507
509,My Left Foot (1989),01-Jan-1989,Drama,508
510,"Magnificent Seven, The (1954)",01-Jan-1954,Action|Drama|Western,509
511,Lawrence of Arabia (1962),01-Jan-1962,Adventure|War,510
512,Wings of Desire (1987),01-Jan-1987,Comedy|Drama|Romance,511
513,"Third Man, The (1949)",01-Jan-1949,Mystery|Thriller,512
514,Annie Hall (1977),01-Jan-1977,Comedy|Romance,513
515,"Boot, Das (1981)",04-Apr-1997,Action|Drama|War,514
516,Local Hero (1983),01-Jan-1983,Comedy,515
517,Manhattan (1979),01-Jan-1979,Comedy|Drama|Romance,516
518,Miller's Crossing (1990),01-Jan-1990,Drama,517
519,"Treasure of the Sierra Madre, The (1948)",01-Jan-1948,Adventure,518
520,"Great Escape, The (1963)",01-Jan-1963,Adventure|War,519
521,"Deer Hunter, The (1978)",01-Jan-1978,Drama|War,520
522,Down by Law (1986),01-Jan-1986,Comedy|Drama,521
523,Cool Hand Luke (1967),01-Jan-1967,Comedy|Drama,522
524,"Great Dictator, The (1940)",01-Jan-1940,Comedy,523
525,"Big Sleep, The (1946)",01-Jan-1946,Film-Noir|Mystery,524
526,Ben-Hur (1959),01-Jan-1959,Action|Adventure|Drama,525
527,Gandhi (1982),01-Jan-1982,Drama,526
528,"Killing Fields, The (1984)",01-Jan-1984,Drama|War,527
529,My Life as a Dog (Mitt liv som hund) (1985),01-Jan-1985,Drama,528
530,"Man Who Would Be King, The (1975)",01-Jan-1975,Adventure,529
531,Shine (1996),22-Nov-1996,Drama|Romance,530
532,Kama Sutra: A Tale of Love (1996),07-Mar-1997,Romance,531
533,"Daytrippers, The (1996)",21-Mar-1997,Mystery,532
534,Traveller (1997),18-Apr-1997,Drama,533
535,Addicted to Love (1997),23-May-1997,Comedy|Romance,534
536,Ponette (1996),23-May-1997,Drama,535
537,My Own Private Idaho (1991),01-Jan-1991,Drama,536
538,Anastasia (1997),01-Jan-1997,Animation|Children's|Musical,537
539,Mouse Hunt (1997),01-Jan-1997,Children's|Comedy,538
540,Money Train (1995),01-Jan-1995,Action,539
541,Mortal Kombat (1995),01-Jan-1995,Action|Adventure,540
542,Pocahontas (1995),01-Jan-1995,Animation|Children's|Musical|Romance,541
543,"Misérables, Les (1995)",01-Jan-1995,Drama|Musical,542
544,Things to Do in Denver when You're Dead (1995),02-Feb-1996,Crime|Drama|Romance,543
545,Vampire in Brooklyn (1995),01-Jan-1995,Comedy|Romance,544
546,Broken Arrow (1996),09-Feb-1996,Action|Thriller,545
547,"Young Poisoner's Handbook, The (1995)",23-Feb-1996,Crime,546
548,"NeverEnding Story III, The (1994)",02-Feb-1996,Children's|Fantasy,547
549,Rob Roy (1995),01-Jan-1995,Drama|Romance|War,548
550,Die Hard: With a Vengeance (1995),01-Jan-1995,Action|Thriller,549
551,Lord of Illusions (1995),01-Jan-1995,Horror,550
552,Species (1995),01-Jan-1995,Sci-Fi,551
553,"Walk in the Clouds, A (1995)",01-Jan-1995,Drama|Romance,552
554,Waterworld (1995),01-Jan-1995,Action|Adventure,553
555,White Man's Burden (1995),01-Jan-1995,Drama,554
556,Wild Bill (1995),01-Jan-1995,Western,555
557,Farinelli: il castrato (1994),01-Jan-1994,Drama|Musical,556
558,Heavenly Creatures (1994),01-Jan-1994,Drama|Fantasy|Thriller,557
559,Interview with the Vampire (1994),01-Jan-1994,Drama|Horror,558
560,"Kid in King Arthur's Court, A (1995)",01-Jan-1995,Adventure|Children's|Comedy|Fantasy|Romance|Sci-Fi,559
561,Mary Shelley's Frankenstein (1994),01-Jan-1994,Drama|Horror,560
562,"Quick and the Dead, The (1995)",01-Jan-1995,Action|Adventure|Western,561
563,Stephen King's The Langoliers (1995),01-Jan-1995,Horror,562
564,Tales from the Hood (1995),01-Jan-1995,Comedy|Horror,563
565,Village of the Damned (1995),01-Jan-1995,Horror|Thriller,564
566,Clear and Present Danger (1994),01-Jan-1994,Action|Adventure|Thriller,565
567,Wes Craven's New Nightmare (1994),01-Jan-1994,Horror,566
568,Speed (1994),01-Jan-1994,Action|Romance|Thriller,567
569,Wolf (1994),01-Jan-1994,Drama|Horror,568
570,Wyatt Earp (1994),01-Jan-1994,Western,569
571,Another Stakeout (1993),01-Jan-1993,Comedy|Thriller,570
572,Blown Away (1994),01-Jan-1994,Action|Thriller,571
573,Body Snatchers (1993),01-Jan-1993,Horror|Sci-Fi|Thriller,572
574,Boxing Helena (1993),01-Jan-1993,Mystery|Romance|Thriller,573
575,City Slickers II: The Legend of Curly's Gold (1994),01-Jan-1994,Comedy|Western,574
576,Cliffhanger (1993),01-Jan-1993,Action|Adventure|Crime,575
577,Coneheads (1993),01-Jan-1993,Comedy|Sci-Fi,576
578,Demolition Man (1993),01-Jan-1993,Action|Sci-Fi,577
579,Fatal Instinct (1993),01-Jan-1993,Comedy,578
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",01-Jan-1995,Comedy|Romance,579
581,Kalifornia (1993),01-Jan-1993,Drama|Thriller,580
582,"Piano, The (1993)",01-Jan-1993,Drama|Romance,581
583,Romeo Is Bleeding (1993),01-Jan-1993,Crime|Thriller,582
584,"Secret Garden, The (1993)",01-Jan-1993,Children's|Drama,583
585,Son in Law (1993),01-Jan-1993,Comedy,584
586,Terminal Velocity (1994),01-Jan-1994,Action,585
587,"Hour of the Pig, The (1993)",01-Jan-1993,Drama|Mystery,586
588,Beauty and the Beast (1991),01-Jan-1991,Animation|Children's|Musical,587
589,"Wild Bunch, The (1969)",01-Jan-1969,Western,588
590,Hellraiser: Bloodline (1996),08-Mar-1996,Action|Horror|Sci-Fi,589
591,Primal Fear (1996),30-Mar-1996,Drama|Thriller,590
592,True Crime (1995),01-Jan-1995,Mystery|Thriller,591
593,Stalingrad (1993),01-Jan-1993,War,592
594,Heavy (1995),05-Jun-1996,Drama|Romance,593
595,"Fan, The (1996)",16-Aug-1996,Thriller,594
596,"Hunchback of Notre Dame, The (1996)",21-Jun-1996,Animation|Children's|Musical,595
597,Eraser (1996),21-Jun-1996,Action|Thriller,596
598,"Big Squeeze, The (1996)",06-Sep-1996,Comedy|Drama,597
599,Police Story 4: Project S (Chao ji ji hua) (1993),16-Aug-1996,Action,598
600,Daniel Defoe's Robinson Crusoe (1996),01-Jan-1996,Children's,599
601,For Whom the Bell Tolls (1943),01-Jan-1943,Adventure|War,600
602,"American in Paris, An (1951)",01-Jan-1951,Musical|Romance,601
603,Rear Window (1954),01-Jan-1954,Mystery|Thriller,602
604,It Happened One Night (1934),01-Jan-1934,Comedy,603
605,Meet Me in St. Louis (1944),01-Jan-1944,Musical,604
606,All About Eve (1950),01-Jan-1950,Drama,605
607,Rebecca (1940),01-Jan-1940,Romance|Thriller,606
608,Spellbound (1945),01-Jan-1945,Mystery|Romance|Thriller,607
609,Father of the Bride (1950),01-Jan-1950,Comedy,608
610,Gigi (1958),01-Jan-1958,Musical,609
611,Laura (1944),01-Jan-1944,Crime|Film-Noir|Mystery,610
612,Lost Horizon (1937),01-Jan-1937,Drama,611
613,My Man Godfrey (1936),01-Jan-1936,Comedy,612
614,Giant (1956),01-Jan-1956,Drama,613
615,"39 Steps, The (1935)",01-Jan-1935,Thriller,614
616,Night of the Living Dead (1968),01-Jan-1968,Horror|Sci-Fi,615
617,"Blue Angel, The (Blaue Engel, Der) (1930)",01-Jan-1930,Drama,616
618,Picnic (1955),01-Jan-1955,Drama,617
619,Extreme Measures (1996),27-Sep-1996,Drama|Thriller,618
620,"Chamber, The (1996)",11-Oct-1996,Drama,619
621,"Davy Crockett, King of the Wild Frontier (1955)",01-Jan-1955,Western,620
622,Swiss Family Robinson (1960),01-Jan-1960,Adventure|Children's,621
623,Angels in the Outfield (1994),01-Jan-1994,Children's|Comedy,622
624,"Three Caballeros, The (1945)",01-Jan-1945,Animation|Children's|Musical,623
625,"Sword in the Stone, The (1963)",01-Jan-1963,Animation|Children's,624
626,So Dear to My Heart (1949),01-Jan-1949,Children's|Drama,625
627,Robin Hood: Prince of Thieves (1991),01-Jan-1991,Drama,626
628,Sleepers (1996),18-Oct-1996,Crime|Drama,627
629,Victor/Victoria (1982),01-Jan-1982,Comedy|Musical,628
630,"Great Race, The (1965)",01-Jan-1965,Comedy|Musical,629
631,"Crying Game, The (1992)",01-Jan-1992,Action|Drama|Romance|War,630
632,Sophie's Choice (1982),01-Jan-1982,Drama,631
633,"Christmas Carol, A (1938)",01-Jan-1938,Drama,632
634,Microcosmos: Le peuple de l'herbe (1996),11-Oct-1996,Documentary,633
635,"Fog, The (1980)",01-Jan-1980,Horror,634
636,Escape from New York (1981),01-Jan-1981,Action|Adventure|Sci-Fi|Thriller,635
637,"Howling, The (1981)",01-Jan-1981,Comedy|Horror,636
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",01-Jan-1982,Drama,637
639,"Tin Drum, The (Blechtrommel, Die) (1979)",01-Jan-1979,Drama,638
640,"Cook the Thief His Wife & Her Lover, The (1989)",01-Jan-1989,Drama,639
641,Paths of Glory (1957),01-Jan-1957,Drama|War,640
642,"Grifters, The (1990)",01-Jan-1990,Crime|Drama|Film-Noir,641
643,The Innocent (1994),01-Jan-1994,Drama|Romance,642
644,"Thin Blue Line, The (1988)",01-Jan-1988,Documentary,643
645,Paris Is Burning (1990),01-Jan-1990,Documentary,644
646,Once Upon a Time in the West (1969),01-Jan-1969,Western,645
647,Ran (1985),01-Jan-1985,Drama|War,646
648,"Quiet Man, The (1952)",01-Jan-1952,Comedy|Romance,647
649,Once Upon a Time in America (1984),01-Jan-1984,Crime|Drama|Thriller,648
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957,Drama,649
651,Glory (1989),01-Jan-1989,Action|Drama|War,650
652,Rosencrantz and Guildenstern Are Dead (1990),01-Jan-1990,Comedy|Drama,651
653,Touch of Evil (1958),01-Jan-1958,Crime|Film-Noir|Thriller,652
654,Chinatown (1974),01-Jan-1974,Film-Noir|Mystery|Thriller,653
655,Stand by Me (1986),01-Jan-1986,Adventure|Comedy|Drama,654
656,M (1931),01-Jan-1931,Crime|Film-Noir|Thriller,655
657,"Manchurian Candidate, The (1962)",01-Jan-1962,Film-Noir|Thriller,656
658,Pump Up the Volume (1990),01-Jan-1990,Drama,657
659,Arsenic and Old Lace (1944),01-Jan-1944,Comedy|Mystery|Thriller,658
660,Fried Green Tomatoes (1991),01-Jan-1991,Drama,659
661,High Noon (1952),01-Jan-1952,Western,660
662,Somewhere in Time (1980),01-Jan-1980,Drama|Romance,661
663,Being There (1979),01-Jan-1979,Comedy,662
664,"Paris, Texas (1984)",01-Jan-1984,Drama,663
665,Alien 3 (1992),01-Jan-1992,Action|Horror|Sci-Fi|Thriller,664
666,Blood For Dracula (Andy Warhol's Dracula) (1974),01-Jan-1974,Horror,665
667,Audrey Rose (1977),01-Jan-1977,Horror,666
668,Blood Beach (1981),01-Jan-1981,Action|Horror,667
669,Body Parts (1991),01-Jan-1991,Horror,668
670,Body Snatchers (1993),01-Jan-1993,Horror|Sci-Fi|Thriller,669
671,Bride of Frankenstein (1935),01-Jan-1935,Horror,670
672,Candyman (1992),01-Jan-1992,Horror,671
673,Cape Fear (1962),01-Jan-1962,Film-Noir|Thriller,672
674,Cat People (1982),01-Jan-1982,Horror,673
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",01-Jan-1922,Horror,674
676,"Crucible, The (1996)",27-Nov-1996,Drama,675
677,Fire on the Mountain (1996),24-Jan-1997,Documentary,676
678,Volcano (1997),25-Apr-1997,Drama|Thriller,677
679,Conan the Barbarian (1981),01-Jan-1981,Action|Adventure,678
680,Kull the Conqueror (1997),29-Aug-1997,Action|Adventure,679
681,Wishmaster (1997),01-Jan-1997,Horror,680
682,I Know What You Did Last Summer (1997),17-Oct-1997,Horror|Mystery|Thriller,681
683,Rocket Man (1997),01-Jan-1997,Comedy,682
684,In the Line of Fire (1993),01-Jan-1993,Action|Thriller,683
685,Executive Decision (1996),09-Mar-1996,Action|Thriller,684
686,"Perfect World, A (1993)",01-Jan-1993,Action|Drama,685
687,McHale's Navy (1997),18-Apr-1997,Comedy|War,686
688,Leave It to Beaver (1997),22-Aug-1997,Comedy,687
689,"Jackal, The (1997)",01-Jan-1997,Action|Thriller,688
690,Seven Years in Tibet (1997),01-Jan-1997,Drama|War,689
691,Dark City (1998),09-Jan-1998,Film-Noir|Sci-Fi|Thriller,690
692,"American President, The (1995)",01-Jan-1995,Comedy|Drama|Romance,691
693,Casino (1995),01-Jan-1995,Drama,692
694,Persuasion (1995),25-Sep-1995,Romance,693
695,Kicking and Screaming (1995),01-Jan-1995,Comedy|Drama,694
696,City Hall (1996),16-Feb-1996,Drama|Thriller,695
697,"Basketball Diaries, The (1995)",01-Jan-1995,Drama,696
698,"Browning Version, The (1994)",01-Jan-1994,Drama,697
699,Little Women (1994),01-Jan-1994,Drama,698
700,Miami Rhapsody (1995),01-Jan-1995,Comedy,699
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",01-Jan-1993,Documentary,700
702,Barcelona (1994),01-Jan-1994,Comedy|Romance,701
703,Widows' Peak (1994),01-Jan-1994,Drama,702
704,"House of the Spirits, The (1993)",01-Jan-1993,Drama|Romance,703
705,Singin' in the Rain (1952),01-Jan-1952,Musical|Romance,704
706,Bad Moon (1996),01-Nov-1996,Horror,705
707,Enchanted April (1991),01-Jan-1991,Drama,706
708,"Sex, Lies, and Videotape (1989)",01-Jan-1989,Drama,707
709,Strictly Ballroom (1992),01-Jan-1992,Comedy|Romance,708
710,Better Off Dead... (1985),01-Jan-1985,Comedy,709
711,"Substance of Fire, The (1996)",06-Dec-1996,Drama,710
712,Tin Men (1987),01-Jan-1987,Comedy|Drama,711
713,Othello (1995),18-Dec-1995,Drama,712
714,Carrington (1995),01-Jan-1995,Drama|Romance,713
715,To Die For (1995),01-Jan-1995,Comedy|Drama,714
716,Home for the Holidays (1995),01-Jan-1995,Drama|Romance,715
717,"Juror, The (1996)",01-Jan-1996,Drama|Thriller,716
718,In the Bleak Midwinter (1995),23-Feb-1996,Comedy,717
719,Canadian Bacon (1994),01-Jan-1994,Comedy|War,718
720,First Knight (1995),01-Jan-1995,Action|Adventure|Drama|Romance,719
721,Mallrats (1995),01-Jan-1995,Comedy,720
722,Nine Months (1995),01-Jan-1995,Comedy,721
723,Boys on the Side (1995),01-Jan-1995,Comedy|Drama,722
724,Circle of Friends (1995),01-Jan-1995,Drama|Romance,723
725,Exit to Eden (1994),01-Jan-1994,Comedy,724
726,Fluke (1995),01-Jan-1995,Children's|Drama,725
727,Immortal Beloved (1994),01-Jan-1994,Drama|Romance,726
728,Junior (1994),01-Jan-1994,Comedy|Sci-Fi,727
729,Nell (1994),01-Jan-1994,Drama,728
730,"Queen Margot (Reine Margot, La) (1994)",01-Jan-1996,Drama|Romance,729
731,"Corrina, Corrina (1994)",01-Jan-1994,Comedy|Drama|Romance,730
732,Dave (1993),01-Jan-1993,Comedy|Romance,731
733,Go Fish (1994),01-Jan-1994,Drama|Romance,732
734,Made in America (1993),01-Jan-1993,Comedy,733
735,Philadelphia (1993),01-Jan-1993,Drama,734
736,Shadowlands (1993),01-Jan-1993,Drama|Romance,735
737,Sirens (1994),01-Jan-1994,Comedy|Drama,736
738,Threesome (1994),01-Jan-1994,Comedy|Romance,737
739,Pretty Woman (1990),01-Jan-1990,Comedy|Romance,738
740,Jane Eyre (1996),05-Apr-1996,Drama|Romance,739
741,"Last Supper, The (1995)",05-Apr-1996,Drama|Thriller,740
742,Ransom (1996),08-Nov-1996,Drama|Thriller,741
743,"Crow: City of Angels, The (1996)",30-Aug-1996,Action|Thriller,742
744,Michael Collins (1996),11-Oct-1996,Drama|War,743
745,"Ruling Class, The (1972)",01-Jan-1972,Comedy,744
746,Real Genius (1985),01-Jan-1985,Comedy,745
747,Benny & Joon (1993),01-Jan-1993,Comedy|Romance,746
748,"Saint, The (1997)",14-Mar-1997,Action|Romance|Thriller,747
749,"MatchMaker, The (1997)",01-Jan-1997,Comedy|Romance,748
750,Amistad (1997),18-Dec-1997,Drama,749
751,Tomorrow Never Dies (1997),01-Jan-1997,Action|Romance|Thriller,750
752,"Replacement Killers, The (1998)",06-Feb-1998,Action|Thriller,751
753,Burnt By the Sun (1994),01-Jan-1994,Drama,752
754,Red Corner (1997),01-Jan-1997,Crime|Thriller,753
755,Jumanji (1995),01-Jan-1995,Action|Adventure|Children's|Fantasy|Sci-Fi,754
756,Father of the Bride Part II (1995),01-Jan-1995,Comedy,755
757,Across the Sea of Time (1995),01-Jan-1995,Documentary,756
758,Lawnmower Man 2: Beyond Cyberspace (1996),01-Jan-1996,Sci-Fi|Thriller,757
759,Fair Game (1995),01-Jan-1995,Action,758
760,Screamers (1995),01-Jan-1995,Sci-Fi,759
761,Nick of Time (1995),01-Jan-1995,Action|Thriller,760
762,Beautiful Girls (1996),09-Feb-1996,Drama,761
763,Happy Gilmore (1996),16-Feb-1996,Comedy,762
764,If Lucy Fell (1996),08-Mar-1996,Comedy|Romance,763
765,Boomerang (1992),01-Jan-1992,Comedy|Romance,764
766,Man of the Year (1995),01-Mar-1996,Documentary,765
767,"Addiction, The (1995)",01-Jan-1995,Horror,766
768,Casper (1995),01-Jan-1995,Adventure|Children's,767
769,Congo (1995),01-Jan-1995,Action|Adventure|Mystery|Sci-Fi,768
770,Devil in a Blue Dress (1995),01-Jan-1995,Crime|Film-Noir|Mystery|Thriller,769
771,Johnny Mnemonic (1995),01-Jan-1995,Action|Sci-Fi|Thriller,770
772,Kids (1995),01-Jan-1995,Drama,771
773,Mute Witness (1994),01-Jan-1994,Thriller,772
774,"Prophecy, The (1995)",01-Jan-1995,Horror,773
775,Something to Talk About (1995),01-Jan-1995,Comedy|Drama|Romance,774
776,Three Wishes (1995),01-Jan-1995,Drama,775
777,Castle Freak (1995),01-Jan-1995,Horror,776
778,Don Juan DeMarco (1995),01-Jan-1995,Comedy|Drama|Romance,777
779,Drop Zone (1994),01-Jan-1994,Action,778
780,Dumb & Dumber (1994),01-Jan-1994,Comedy,779
781,French Kiss (1995),01-Jan-1995,Comedy|Romance,780
782,Little Odessa (1994),01-Jan-1994,Drama,781
783,Milk Money (1994),01-Jan-1994,Comedy|Romance,782
784,Beyond Bedlam (1993),01-Jan-1993,Drama|Horror,783
785,Only You (1994),01-Jan-1994,Comedy|Romance,784
786,"Perez Family, The (1995)",01-Jan-1995,Comedy|Romance,785
787,Roommates (1995),01-Jan-1995,Comedy|Drama,786
788,Relative Fear (1994),01-Jan-1994,Horror|Thriller,787
789,Swimming with Sharks (1995),01-Jan-1995,Comedy|Drama,788
790,Tommy Boy (1995),01-Jan-1995,Comedy,789
791,"Baby-Sitters Club, The (1995)",01-Jan-1995,Children's,790
792,Bullets Over Broadway (1994),01-Jan-1994,Comedy,791
793,Crooklyn (1994),01-Jan-1994,Comedy,792
794,It Could Happen to You (1994),01-Jan-1994,Drama|Romance,793
795,Richie Rich (1994),01-Jan-1994,Children's|Comedy,794
796,Speechless (1994),01-Jan-1994,Comedy|Romance,795
797,Timecop (1994),01-Jan-1994,Action|Sci-Fi,796
798,Bad Company (1995),01-Jan-1995,Action,797
799,Boys Life (1995),01-Jan-1995,Drama,798
800,In the Mouth of Madness (1995),01-Jan-1995,Horror|Thriller,799
801,"Air Up There, The (1994)",01-Jan-1994,Comedy,800
802,Hard Target (1993),01-Jan-1993,Action|Adventure|Crime|Thriller,801
803,Heaven & Earth (1993),01-Jan-1993,Action|Drama|War,802
804,Jimmy Hollywood (1994),01-Jan-1994,Comedy,803
805,Manhattan Murder Mystery (1993),01-Jan-1993,Comedy|Mystery,804
806,Menace II Society (1993),01-Jan-1993,Action|Crime|Drama,805
807,Poetic Justice (1993),01-Jan-1993,Drama,806
808,"Program, The (1993)",01-Jan-1993,Action|Drama,807
809,Rising Sun (1993),01-Jan-1993,Action|Drama|Mystery,808
810,"Shadow, The (1994)",01-Jan-1994,Action,809
811,Thirty-Two Short Films About Glenn Gould (1993),01-Jan-1993,Documentary,810
812,Andre (1994),01-Jan-1994,Adventure|Children's,811
813,"Celluloid Closet, The (1995)",15-Mar-1996,Documentary,812
814,"Great Day in Harlem, A (1994)",01-Jan-1994,Documentary,813
815,One Fine Day (1996),30-Nov-1996,Drama|Romance,814
816,Candyman: Farewell to the Flesh (1995),01-Jan-1995,Horror,815
817,Frisk (1995),29-Mar-1996,Drama,816
